Company_Name,NSE_Symbol,Sector,Market_Cap_Cr,PDF_URL,Submission_Date,Download_Success,Filepath,File_Size_KB
NLC India Ltd.,NLCINDIA,Power Generation,32265.7278029295,https://nsearchives.nseindia.com/corporate/NLCINDIA_05092025000136_Intimation69thBRSR2025.pdf,05-Sep-2025,True,data\brsr_reports\NLCINDIA_NLC India Ltd_BRSR.pdf,3383.826171875
CESC Ltd.,CESC,Power Generation,18258.303672297,https://nsearchives.nseindia.com/corporate/CESC_18082025104331_BRSRPDF.pdf,18-Aug-2025,True,data\brsr_reports\CESC_CESC Ltd_BRSR.pdf,17859.8046875
Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation,12493.599296134,https://nsearchives.nseindia.com/corporate/JPPOWER_13062025181446_JPVL_BRSR_2025.pdf,13-Jun-2025,True,data\brsr_reports\JPPOWER_Jaiprakash Power Ventures Ltd_BRSR.pdf,916.0576171875
Reliance Power Ltd.,RPOWER,Power Generation,10537.018571491,https://nsearchives.nseindia.com/corporate/RPOWER_17072025023335_ReliancePowerLetterforBRSR.pdf,17-Jul-2025,True,data\brsr_reports\RPOWER_Reliance Power Ltd_BRSR.pdf,508.5966796875
KPI Green Energy Ltd.,KPIGREEN,Power Generation,9548.0767050515,https://nsearchives.nseindia.com/corporate/KPIGLOBAL_04092025212619_KPI_BRSR_FY25_to_Exchange_Signed.pdf,04-Sep-2025,True,data\brsr_reports\KPIGREEN_KPI Green Energy Ltd_BRSR.pdf,482.3017578125
Reliance Infrastructure Ltd.,RELINFRA,Power Generation,8396.0816531695,https://nsearchives.nseindia.com/corporate/RELINFRA_17072025015016_RinfraBRSR17072025.pdf,17-Jul-2025,True,data\brsr_reports\RELINFRA_Reliance Infrastructure Ltd_BRSR.pdf,476.404296875
Nava Ltd.,NAVA,Power Generation,7806.6043980225,https://nsearchives.nseindia.com/corporate/NBVENTURES_21072025193005_BRSR.pdf,21-Jul-2025,False,,0.0
RattanIndia Power Ltd.,RTNPOWER,Power Generation,6272.259303006,https://nsearchives.nseindia.com/corporate/RTNPOWER_04092025220253_RPLBRSR2025.pdf,04-Sep-2025,True,data\brsr_reports\RTNPOWER_RattanIndia Power Ltd_BRSR.pdf,735.7294921875
PTC India Ltd.,PTC,Power Generation,6141.641114607501,https://nsearchives.nseindia.com/corporate/PTC_14072025180701_PTCBRSR2025.pdf,14-Jul-2025,True,data\brsr_reports\PTC_PTC India Ltd_BRSR.pdf,12672.892578125
Inox Green Energy Services Ltd.,INOXGREEN,Power Generation,3948.1768209755,https://nsearchives.nseindia.com/corporate/IGESL_04092025205823_3_IGESL_BRSRFY2024_25_dsc.pdf,04-Sep-2025,True,data\brsr_reports\INOXGREEN_Inox Green Energy Services Ltd_BRSR.pdf,1095.7724609375
GMR Power and Urban Infra Ltd.,GMRP&UI,Power Generation,3565.4986066215,https://nsearchives.nseindia.com/corporate/GPUIL_05092025194433_BRSR.pdf,05-Sep-2025,True,data\brsr_reports\GMRP&UI_GMR Power and Urban Infra Ltd_BRSR.pdf,780.400390625
NTPC Green Energy Ltd.,NTPCGREEN,Power Generation,0.0,https://nsearchives.nseindia.com/corporate/dinesh01_05082025184816_BRSR.pdf,05-Aug-2025,True,data\brsr_reports\NTPCGREEN_NTPC Green Energy Ltd_BRSR.pdf,23898.2294921875
Reliance Industries Ltd.,RELIANCE,Oil & Gas,1947848.37102945,https://nsearchives.nseindia.com/corporate/kavinavora_07082025133236_SE_BRSR.pdf,07-Aug-2025,True,data\brsr_reports\RELIANCE_Reliance Industries Ltd_BRSR.pdf,9495.4609375
Oil & Natural Gas Corporation Ltd.,ONGC,Oil & Gas,331117.6047195915,https://nsearchives.nseindia.com/corporate/ONGC_07082025211320_coverbrsrsigned.pdf,07-Aug-2025,True,data\brsr_reports\ONGC_Oil  Natural Gas Corporation L_BRSR.pdf,1158.15625
Coal India Ltd.,COALINDIA,Oil & Gas,273683.4922373909,https://nsearchives.nseindia.com/corporate/COALINDIA_04082025110405_BRSR2425.pdf,04-Aug-2025,True,data\brsr_reports\COALINDIA_Coal India Ltd_BRSR.pdf,898.2509765625
Indian Oil Corporation Ltd.,IOC,Oil & Gas,231478.4176392645,https://nsearchives.nseindia.com/corporate/IOC_07082025163501_66_AGM_24_25_Cover_letter_and_BRSR_SEs.pdf,07-Aug-2025,True,data\brsr_reports\IOC_Indian Oil Corporation Ltd_BRSR.pdf,12386.4404296875
Bharat Petroleum Corporation Ltd.,BPCL,Oil & Gas,127082.6755689765,https://nsearchives.nseindia.com/corporate/BPCL22_31072025204824_stexbrsr31725s.pdf,31-Jul-2025,True,data\brsr_reports\BPCL_Bharat Petroleum Corporation L_BRSR.pdf,2699.693359375
GAIL (India) Ltd.,GAIL,Oil & Gas,124430.80664644449,https://nsearchives.nseindia.com/corporate/Himanshugail_07082025171448_agm.pdf,07-Aug-2025,True,data\brsr_reports\GAIL_GAIL India Ltd_BRSR.pdf,22236.9296875
Adani Total Gas Ltd.,ATGL,Oil & Gas,107112.8660521495,https://nsearchives.nseindia.com/corporate/ATGL2024_22062025171836_ATGL_BRSR_2024-25.pdf,22-Jun-2025,False,,0.0
Hindustan Petroleum Corporation Ltd.,HINDPETRO,Oil & Gas,70340.0768072085,https://nsearchives.nseindia.com/corporate/HINDPETRO1_28072025211142_BRSR.pdf,28-Jul-2025,True,data\brsr_reports\HINDPETRO_Hindustan Petroleum Corporatio_BRSR.pdf,2757.33984375
Oil India Ltd.,OIL,Oil & Gas,61802.0006958815,https://nsearchives.nseindia.com/corporate/OIL_26082025173409_BRSRFY20242526082025.pdf,26-Aug-2025,True,data\brsr_reports\OIL_Oil India Ltd_BRSR.pdf,1910.1015625
Petronet LNG Ltd.,PETRONET,Oil & Gas,42441.4341716735,https://nsearchives.nseindia.com/corporate/PETRONET_30082025110848_IntimationSEBRSRsigned.pdf,30-Aug-2025,True,data\brsr_reports\PETRONET_Petronet LNG Ltd_BRSR.pdf,1278.603515625
Gujarat Gas Ltd.,GUJGASLTD,Oil & Gas,38506.4351874925,https://nsearchives.nseindia.com/corporate/GUJGASLTD_31082025112812_1483SECBRSR2425.pdf,31-Aug-2025,True,data\brsr_reports\GUJGASLTD_Gujarat Gas Ltd_BRSR.pdf,1152.443359375
Indraprastha Gas Ltd.,IGL,Oil & Gas,31072.180356097502,https://nsearchives.nseindia.com/corporate/IGL1_24102025145919_BRSRReportFY202425.pdf,24-Oct-2025,True,data\brsr_reports\IGL_Indraprastha Gas Ltd_BRSR.pdf,392.2734375
Castrol India Ltd.,CASTROLIND,Oil & Gas,19543.4234276775,https://nsearchives.nseindia.com/corporate/CASTROLINDIA_25022025195909_SE_Intimation_BRSRFY2024_25022025.pdf,25-Feb-2025,True,data\brsr_reports\CASTROLIND_Castrol India Ltd_BRSR.pdf,567.2294921875
Gujarat State Petronet Ltd.,GSPL,Oil & Gas,18754.410955627,https://nsearchives.nseindia.com/corporate/GSPL_30082025193923_BSENSEBRSR.pdf,30-Aug-2025,True,data\brsr_reports\GSPL_Gujarat State Petronet Ltd_BRSR.pdf,1005.42578125
Aegis Logistics Ltd.,AEGISLOG,Oil & Gas,18251.5071341465,https://nsearchives.nseindia.com/corporate/AEGISCHEM_21072025200623_ALL_BRSR_2024-25_S.pdf,21-Jul-2025,True,data\brsr_reports\AEGISLOG_Aegis Logistics Ltd_BRSR.pdf,2572.859375
Mahanagar Gas Ltd.,MGL,Oil & Gas,13688.1416730295,https://nsearchives.nseindia.com/corporate/MGL25_31072025224204_SEIntimationMGLBRSR20242531072025.pdf,31-Jul-2025,True,data\brsr_reports\MGL_Mahanagar Gas Ltd_BRSR.pdf,3584.4599609375
Chennai Petroleum Corporation Ltd.,CHENNPETRO,Oil & Gas,13449.967147512,https://nsearchives.nseindia.com/corporate/CHENNPETRO_01082025232452_BRSR_SE_INTIMATION.pdf,01-Aug-2025,True,data\brsr_reports\CHENNPETRO_Chennai Petroleum Corporation _BRSR.pdf,818.6884765625
Sandur Manganese & Iron Ores Ltd.,SANDUMA,Oil & Gas,7760.89320127,https://nsearchives.nseindia.com/corporate/SANDUR_26082025165403_Ltr2SEsBRSR.pdf,26-Aug-2025,True,data\brsr_reports\SANDUMA_Sandur Manganese  Iron Ores Lt_BRSR.pdf,556.2333984375
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Oil & Gas,4594.38820297,https://nsearchives.nseindia.com/corporate/GULFOILLUB_05092025185519_BRSR2025.pdf,05-Sep-2025,True,data\brsr_reports\GULFOILLUB_Gulf Oil Lubricants India Ltd_BRSR.pdf,622.990234375
Varun Beverages Ltd.,VBL,Agriculture & Food Processing,185148.43125901947,https://nsearchives.nseindia.com/corporate/VBL_11032025174358_VBLNoticeAR2024.pdf,11-Mar-2025,True,data\brsr_reports\VBL_Varun Beverages Ltd_BRSR.pdf,19578.42578125
Patanjali Foods Ltd.,PATANJALI,Agriculture & Food Processing,53991.7891896005,https://nsearchives.nseindia.com/corporate/RUCHI_04092025185848_LetterBRSR.pdf,04-Sep-2025,True,data\brsr_reports\PATANJALI_Patanjali Foods Ltd_BRSR.pdf,3143.1416015625
AWL Agri Business Ltd.,AWL,Agriculture & Food Processing,45448.9879817565,https://nsearchives.nseindia.com/corporate/AWL_27062025182112_BRSR_FY25.pdf,27-Jun-2025,True,data\brsr_reports\AWL_AWL Agri Business Ltd_BRSR.pdf,710.125
Bikaji Foods International Ltd.,BIKAJI,Agriculture & Food Processing,14056.738657262,https://nsearchives.nseindia.com/corporate/BIKAJIFOODS_22082025130708_62.pdf,22-Aug-2025,True,data\brsr_reports\BIKAJI_Bikaji Foods International Ltd_BRSR.pdf,525.306640625
Shree Renuka Sugars Ltd.,RENUKA,Agriculture & Food Processing,9590.9806452235,https://nsearchives.nseindia.com/corporate/RENUKA_01092025213418_BRSR24-25_Final.pdf,01-Sep-2025,True,data\brsr_reports\RENUKA_Shree Renuka Sugars Ltd_BRSR.pdf,14056.1171875
LT Foods Ltd.,LTFOODS,Agriculture & Food Processing,7152.3089588935,https://nsearchives.nseindia.com/corporate/532783_08092025224917_BRSRFinal.pdf,08-Sep-2025,True,data\brsr_reports\LTFOODS_LT Foods Ltd_BRSR.pdf,1282.3447265625
Mrs. Bectors Food Specialities Ltd.,BECTORFOOD,Agriculture & Food Processing,6989.289038005,https://nsearchives.nseindia.com/corporate/BECTORFOOD_05092025144724_Business_Responsibility_and_Sustainability_Report__BRSR__FY_2024-25.pdf,05-Sep-2025,True,data\brsr_reports\BECTORFOOD_Mrs Bectors Food Specialities _BRSR.pdf,477.42578125
Dodla Dairy Ltd.,DODLA,Agriculture & Food Processing,5546.687335918999,https://nsearchives.nseindia.com/corporate/DODLA_20062025155151_BRSR2025.pdf,20-Jun-2025,True,data\brsr_reports\DODLA_Dodla Dairy Ltd_BRSR.pdf,2973.5380859375
Heritage Foods Ltd.,HERITGFOOD,Agriculture & Food Processing,3415.695364878,https://nsearchives.nseindia.com/corporate/HERITGFOOD_04072025121642_BRSR_25.pdf,04-Jul-2025,False,,0.0
Maruti Suzuki India Ltd.,MARUTI,Automobiles & Auto Components,369377.1371020235,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_05082025211748_STXintimation_BRSR_2025.pdf,05-Aug-2025,True,data\brsr_reports\MARUTI_Maruti Suzuki India Ltd_BRSR.pdf,635.9931640625
Mahindra & Mahindra Ltd.,M&M,Automobiles & Auto Components,259332.67760608895,https://nsearchives.nseindia.com/corporate/Shree_28062025234543_MMAnnual_ReportFY2025_1.pdf,28-Jun-2025,True,data\brsr_reports\M&M_Mahindra  Mahindra Ltd_BRSR.pdf,26374.1689453125
Bajaj Auto Ltd.,BAJAJ-AUTO,Automobiles & Auto Components,240622.20553986297,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_12072025203722_BRSR_2025.pdf,12-Jul-2025,False,,0.0
Eicher Motors Ltd.,EICHERMOT,Automobiles & Auto Components,115281.099219479,https://nsearchives.nseindia.com/corporate/EICHERMOT_28072025190434_EMLIR25BRSRFinal28072025Signed.pdf,28-Jul-2025,True,data\brsr_reports\EICHERMOT_Eicher Motors Ltd_BRSR.pdf,1281.8896484375
TVS Motor Company Ltd.,TVSMOTOR,Automobiles & Auto Components,101275.5698570445,https://nsearchives.nseindia.com/corporate/TVSMOTOR_26072025145916_BSENSETVSMBRSR2025.pdf,26-Jul-2025,False,,0.0
Hero MotoCorp Ltd.,HEROMOTOCO,Automobiles & Auto Components,94909.8344495865,https://nsearchives.nseindia.com/corporate/HEROMOTO_12072025142933_StxintimationBRSR.pdf,12-Jul-2025,True,data\brsr_reports\HEROMOTOCO_Hero MotoCorp Ltd_BRSR.pdf,697.953125
Samvardhana Motherson International Ltd.,MOTHERSON,Automobiles & Auto Components,86734.436512444,https://nsearchives.nseindia.com/corporate/MOTHERSON_06082025000629_BRSR.pdf,06-Aug-2025,True,data\brsr_reports\MOTHERSON_Samvardhana Motherson Internat_BRSR.pdf,943.3056640625
Bosch Ltd.,BOSCHLTD,Automobiles & Auto Components,84325.0981525725,https://nsearchives.nseindia.com/corporate/BOSCHLTD2024_08072025154647_LettertoSEBRSR2025.pdf,08-Jul-2025,True,data\brsr_reports\BOSCHLTD_Bosch Ltd_BRSR.pdf,2892.4140625
Tube Investments of India Ltd.,TIINDIA,Automobiles & Auto Components,72746.3071165865,https://nsearchives.nseindia.com/corporate/TIINDIA_04072025232433_TIINSEAR2025BRSR.pdf,04-Jul-2025,True,data\brsr_reports\TIINDIA_Tube Investments of India Ltd_BRSR.pdf,436.322265625
Bharat Forge Ltd.,BHARATFORG,Automobiles & Auto Components,60884.525940669,https://nsearchives.nseindia.com/corporate/ANILSHINDE_15072025144157_SEIntimation_BRSR_Combined.pdf,15-Jul-2025,True,data\brsr_reports\BHARATFORG_Bharat Forge Ltd_BRSR.pdf,976.80859375
MRF Ltd.,MRF,Automobiles & Auto Components,57066.67723903,https://nsearchives.nseindia.com/corporate/MRF_14072025170908_BRSRFINAL.pdf,14-Jul-2025,True,data\brsr_reports\MRF_MRF Ltd_BRSR.pdf,3670.0322265625
Schaeffler India Ltd.,SCHAEFFLER,Automobiles & Auto Components,54732.2262442345,https://nsearchives.nseindia.com/corporate/SCHAEFFLERUSER1_20052025154927_SchaefflerIndia_BRSRReport.pdf,20-May-2025,False,,0.0
Balkrishna Industries Ltd.,BALKRISIND,Automobiles & Auto Components,49904.936966996,https://nsearchives.nseindia.com/corporate/BALKRISIND_04072025192357_BRSRnewfsigned.pdf,04-Jul-2025,False,,0.0
UNO Minda Ltd.,UNOMINDA,Automobiles & Auto Components,42818.118607665005,https://nsearchives.nseindia.com/corporate/MINDAIND1_14072025151936_BRSR.pdf,14-Jul-2025,True,data\brsr_reports\UNOMINDA_UNO Minda Ltd_BRSR.pdf,2615.1484375
Sona BLW Precision Forgings Ltd.,SONACOMS,Automobiles & Auto Components,37438.339359489,https://nsearchives.nseindia.com/corporate/SONACOMS_01072025142955_BRSR.pdf,01-Jul-2025,True,data\brsr_reports\SONACOMS_Sona BLW Precision Forgings Lt_BRSR.pdf,803.4013671875
Exide Industries Ltd.,EXIDEIND,Automobiles & Auto Components,33779.3770325205,https://nsearchives.nseindia.com/corporate/EXIDEIND_02072025154650_FinalSEANNUALREPORT_signed.pdf,02-Jul-2025,False,,0.0
Apollo Tyres Ltd.,APOLLOTYRE,Automobiles & Auto Components,31306.685858525503,https://nsearchives.nseindia.com/corporate/APOLLOTYRE1_08072025162747_intimationbrsr.pdf,08-Jul-2025,True,data\brsr_reports\APOLLOTYRE_Apollo Tyres Ltd_BRSR.pdf,2836.4833984375
Motherson Sumi Wiring India Ltd.,MSUMI,Automobiles & Auto Components,30099.8108401975,https://nsearchives.nseindia.com/corporate/MSWIL_05082025223927_BRSR.pdf,05-Aug-2025,True,data\brsr_reports\MSUMI_Motherson Sumi Wiring India Lt_BRSR.pdf,388.4599609375
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,Automobiles & Auto Components,28768.7841992,https://nsearchives.nseindia.com/corporate/WABCOINDIA_30072025165524_SdSEBRSR.pdf,30-Jul-2025,True,data\brsr_reports\ZFCVINDIA_ZF Commercial Vehicle Control _BRSR.pdf,609.2216796875
Endurance Technologies Ltd.,ENDURANCE,Automobiles & Auto Components,28618.87798393,https://nsearchives.nseindia.com/corporate/ENDURANCE_18072025174035_2025_07_18___SE_intimation_-_Annual_Report_and_AGM_Notice.pdf,18-Jul-2025,False,,0.0
Sundram Fasteners Ltd.,SUNDRMFAST,Automobiles & Auto Components,24435.8435997205,https://nsearchives.nseindia.com/corporate/SUNDRMFAST_26062025164134_SFLSELetterBRSR2025.pdf,26-Jun-2025,False,,0.0
JBM Auto Ltd.,JBMA,Automobiles & Auto Components,22855.2778598365,https://nsearchives.nseindia.com/corporate/JBMA_11082025221638_intimationBRSR.pdf,11-Aug-2025,True,data\brsr_reports\JBMA_JBM Auto Ltd_BRSR.pdf,656.1796875
CIE Automotive India Ltd.,CIEINDIA,Automobiles & Auto Components,18697.027522367,https://nsearchives.nseindia.com/corporate/Mahindracie_04042025134456_BRSR.pdf,04-Apr-2025,True,data\brsr_reports\CIEINDIA_CIE Automotive India Ltd_BRSR.pdf,7204.607421875
Amara Raja Energy & Mobility Ltd.,ARE&M,Automobiles & Auto Components,17575.8582869085,https://nsearchives.nseindia.com/corporate/AMARARAJA_22072025184415_Stock_exchange_intimation_-_BRSR.pdf,22-Jul-2025,True,data\brsr_reports\ARE&M_Amara Raja Energy  Mobility Lt_BRSR.pdf,1206.515625
Olectra Greentech Ltd.,OLECTRA,Automobiles & Auto Components,14578.309484984,https://nsearchives.nseindia.com/corporate/OLECTRA_29082025193717_BRSR.pdf,29-Aug-2025,True,data\brsr_reports\OLECTRA_Olectra Greentech Ltd_BRSR.pdf,625.0390625
Asahi India Glass Ltd.,ASAHIINDIA,Automobiles & Auto Components,13966.2691236015,https://nsearchives.nseindia.com/corporate/ASAHIINDIA_20082025002645_MR.pdf,20-Aug-2025,True,data\brsr_reports\ASAHIINDIA_Asahi India Glass Ltd_BRSR.pdf,4397.8193359375
Ramkrishna Forgings Ltd.,RKFORGE,Automobiles & Auto Components,13297.569996402,https://nsearchives.nseindia.com/corporate/RKFORGE_27082025184409_BRSRFY2025.pdf,27-Aug-2025,True,data\brsr_reports\RKFORGE_Ramkrishna Forgings Ltd_BRSR.pdf,513.6591796875
JK Tyre & Industries Ltd.,JKTYRE,Automobiles & Auto Components,11367.7233849135,https://nsearchives.nseindia.com/corporate/JKTYRE_14072025173932_BRSR.pdf,14-Jul-2025,True,data\brsr_reports\JKTYRE_JK Tyre  Industries Ltd_BRSR.pdf,477.7861328125
Ceat Ltd.,CEATLTD,Automobiles & Auto Components,10430.6203215545,https://nsearchives.nseindia.com/corporate/CEATLTD_30072025150047_CEATSELetterAR.pdf,30-Jul-2025,True,data\brsr_reports\CEATLTD_Ceat Ltd_BRSR.pdf,16844.0888671875
Minda Corporation Ltd.,MINDACORP,Automobiles & Auto Components,9970.524232198,https://nsearchives.nseindia.com/corporate/MINDACORP_31072025121115_NSEBSEBRSR.pdf,31-Jul-2025,True,data\brsr_reports\MINDACORP_Minda Corporation Ltd_BRSR.pdf,551.7587890625
Force Motors Ltd.,FORCEMOT,Automobiles & Auto Components,9739.907028628,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_26082025232640_Business_Responsibility_and_Sustainability_Report.pdf,26-Aug-2025,True,data\brsr_reports\FORCEMOT_Force Motors Ltd_BRSR.pdf,729.228515625
Craftsman Automation Ltd.,CRAFTSMAN,Automobiles & Auto Components,9422.107583605,https://nsearchives.nseindia.com/corporate/CRAFTSMAN_26062025190420_BRSR_SEIntimation2025signed.pdf,26-Jun-2025,False,,0.0
Varroc Engineering Ltd.,VARROC,Automobiles & Auto Components,8339.050172244,https://nsearchives.nseindia.com/corporate/VARROC_30072025110841_Business_Responsibility_Sustainability_Report_FY2025.pdf,30-Jul-2025,True,data\brsr_reports\VARROC_Varroc Engineering Ltd_BRSR.pdf,415.0078125
Shriram Pistons & Rings Ltd.,SHRIPISTON,Automobiles & Auto Components,8063.0,https://nsearchives.nseindia.com/corporate/SHRIPISTON_08072025160400_BRSR2025SHRIRAMPISTONS.pdf,08-Jul-2025,True,data\brsr_reports\SHRIPISTON_Shriram Pistons  Rings Ltd_BRSR.pdf,828.7734375
ASK Automotive Ltd.,ASKAUTOLTD,Automobiles & Auto Components,5954.1088352315,https://nsearchives.nseindia.com/corporate/8448091598_07072025163453_BRSR_File_mergedSD.pdf,07-Jul-2025,True,data\brsr_reports\ASKAUTOLTD_ASK Automotive Ltd_BRSR.pdf,3351.4912109375
Sansera Engineering Ltd.,SANSERA,Automobiles & Auto Components,5596.7878325705005,https://nsearchives.nseindia.com/corporate/SANSERA_04092025140058_BRSR.pdf,04-Sep-2025,True,data\brsr_reports\SANSERA_Sansera Engineering Ltd_BRSR.pdf,1032.09765625
Gabriel India Ltd.,GABRIEL,Automobiles & Auto Components,5340.6247947715,https://nsearchives.nseindia.com/corporate/GABRIEL_16082025192629_BRSR_SE_intimation_final_signed.pdf,16-Aug-2025,True,data\brsr_reports\GABRIEL_Gabriel India Ltd_BRSR.pdf,1114.3603515625
Pricol Ltd.,PRICOLLTD,Automobiles & Auto Components,5023.9851055785,https://nsearchives.nseindia.com/corporate/PRICOLLTD_14072025155801_seletterbrsr.pdf,14-Jul-2025,True,data\brsr_reports\PRICOLLTD_Pricol Ltd_BRSR.pdf,536.263671875
Jamna Auto Industries Ltd.,JAMNAAUTO,Automobiles & Auto Components,4960.0303104915,https://nsearchives.nseindia.com/corporate/JAMNAAUTO_01092025204410_BRSRJAI.pdf,01-Sep-2025,True,data\brsr_reports\JAMNAAUTO_Jamna Auto Industries Ltd_BRSR.pdf,26551.1015625
Sharda Motor Industries Ltd.,SHARDAMOTR,Automobiles & Auto Components,4398.165881805,https://nsearchives.nseindia.com/corporate/SHARDACHIRAG_25082025181843_BRSR25082025.pdf,25-Aug-2025,True,data\brsr_reports\SHARDAMOTR_Sharda Motor Industries Ltd_BRSR.pdf,645.67578125
Lumax Auto Technologies Ltd.,LUMAXTECH,Automobiles & Auto Components,3117.632337387,https://nsearchives.nseindia.com/corporate/LUMAXTECH_01082025190336_LATLBRSR202425.pdf,01-Aug-2025,True,data\brsr_reports\LUMAXTECH_Lumax Auto Technologies Ltd_BRSR.pdf,1274.2412109375
Fiem Industries Ltd,FIEMIND,Automobiles & Auto Components,3090.7892930830003,https://nsearchives.nseindia.com/corporate/FIEMIND_08072025170552_FIEMINDBRSRFY2025.pdf,08-Jul-2025,True,data\brsr_reports\FIEMIND_Fiem Industries Ltd_BRSR.pdf,684.1337890625
Hyundai Motor India Ltd.,HYUNDAI,Automobiles & Auto Components,0.0,https://nsearchives.nseindia.com/corporate/HMILNSE_06082025151818_BRSRReport.pdf,06-Aug-2025,True,data\brsr_reports\HYUNDAI_Hyundai Motor India Ltd_BRSR.pdf,1901.4775390625
Ola Electric Mobility Ltd.,OLAELEC,Automobiles & Auto Components,0.0,https://nsearchives.nseindia.com/corporate/OLAELECTRIC_31072025223516_Intimation_BRSR_OEM.pdf,31-Jul-2025,True,data\brsr_reports\OLAELEC_Ola Electric Mobility Ltd_BRSR.pdf,904.515625
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals,358830.1546076645,https://nsearchives.nseindia.com/corporate/SUNSEC_04072025192506_BRSRwithnote.pdf,04-Jul-2025,False,,0.0
Cipla Ltd.,CIPLA,Pharmaceuticals,115378.97634712,https://nsearchives.nseindia.com/corporate/CIPLA_19062025212416_BRSRFY25SEIntimation_signed.pdf,19-Jun-2025,False,,0.0
Divi's Laboratories Ltd.,DIVISLAB,Pharmaceuticals,102932.954746914,https://nsearchives.nseindia.com/corporate/DIVISLAB_14072025185732_BRSR2024-25_Divislabs_Submission.pdf,14-Jul-2025,True,data\brsr_reports\DIVISLAB_Divis Laboratories Ltd_BRSR.pdf,1033.0888671875
Dr. Reddy's Laboratories Ltd.,DRREDDY,Pharmaceuticals,101145.5816865605,https://nsearchives.nseindia.com/corporate/DRREDDY_30062025181450_BRSRfy2025.pdf,30-Jun-2025,False,,0.0
Zydus Lifesciences Ltd.,ZYDUSLIFE,Pharmaceuticals,94276.304963462,https://nsearchives.nseindia.com/corporate/Cadilahc_16072025162913_SubmissionofBRSR_2024_25.pdf,16-Jul-2025,True,data\brsr_reports\ZYDUSLIFE_Zydus Lifesciences Ltd_BRSR.pdf,1324.5986328125
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals,88721.070050361,https://nsearchives.nseindia.com/corporate/TORNTPHARM_04072025183426_brsrintimation.pdf,04-Jul-2025,True,data\brsr_reports\TORNTPHARM_Torrent Pharmaceuticals Ltd_BRSR.pdf,1400.1728515625
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Pharmaceuticals,88420.4581011975,https://nsearchives.nseindia.com/corporate/APOLLOHOSP_07082025190409_brsr_2025.pdf,07-Aug-2025,True,data\brsr_reports\APOLLOHOSP_Apollo Hospitals Enterprise Lt_BRSR.pdf,462.62109375
Mankind Pharma Ltd.,MANKIND,Pharmaceuticals,87511.44485326699,https://nsearchives.nseindia.com/corporate/MANKIND4_15072025190737_BRSR_SD.pdf,15-Jul-2025,True,data\brsr_reports\MANKIND_Mankind Pharma Ltd_BRSR.pdf,2246.4130859375
Max Healthcare Institute Ltd.,MAXHEALTH,Pharmaceuticals,78001.2712960385,https://nsearchives.nseindia.com/corporate/MAXHEALTH_05072025101359_SE_Intimation_BRSR.pdf,05-Jul-2025,False,,0.0
Lupin Ltd.,LUPIN,Pharmaceuticals,71814.89639876201,https://nsearchives.nseindia.com/corporate/Lupin2_21072025103550_LupinBRSR_FY202425.pdf,21-Jul-2025,False,,0.0
Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals,65653.6028108465,https://nsearchives.nseindia.com/corporate/AUROPHARMA_14082025154837_LtrToSEsBRSR1482025.pdf,14-Aug-2025,True,data\brsr_reports\AUROPHARMA_Aurobindo Pharma Ltd_BRSR.pdf,690.73828125
Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals,60424.7879990855,https://nsearchives.nseindia.com/corporate/ALKEM_21072025232212_ExchangeintimationBRSRsigned.pdf,21-Jul-2025,True,data\brsr_reports\ALKEM_Alkem Laboratories Ltd_BRSR.pdf,1354.31640625
Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,Pharmaceuticals,37373.793236538506,https://nsearchives.nseindia.com/corporate/GLAXO1924_25062025171749_BRSR_2024-25.pdf,25-Jun-2025,True,data\brsr_reports\GLAXO_Glaxosmithkline Pharmaceutical_BRSR.pdf,1240.8740234375
Biocon Ltd.,BIOCON,Pharmaceuticals,34713.613243902495,https://nsearchives.nseindia.com/corporate/Biocon2_17072025151850_Biocon_AGM_Intimation_SEs.pdf,17-Jul-2025,True,data\brsr_reports\BIOCON_Biocon Ltd_BRSR.pdf,9101.931640625
Global Health Ltd.,MEDANTA,Pharmaceuticals,34044.047579379505,https://nsearchives.nseindia.com/corporate/MEDANTA21_25082025190325_GHLBRSRINTIMATION25AUG2025FINALSIGNED.pdf,25-Aug-2025,True,data\brsr_reports\MEDANTA_Global Health Ltd_BRSR.pdf,1810.03125
Fortis Healthcare Ltd.,FORTIS,Pharmaceuticals,33052.872856092,https://nsearchives.nseindia.com/corporate/FORTIS_14072025190029_IntimationannualreportAGMnotice.pdf,14-Jul-2025,True,data\brsr_reports\FORTIS_Fortis Healthcare Ltd_BRSR.pdf,10519.548828125
