Company_Name,NSE_Symbol,Sector,Market_Cap_Cr,PDF_URL,Submission_Date,Download_Success,Filepath,File_Size_KB
Ipca Laboratories Ltd.,IPCALAB,Pharmaceuticals,30639.616790555,https://nsearchives.nseindia.com/corporate/IPCALAB_11072025142934_IpcaBRSRReport2024-25.pdf,11-Jul-2025,True,data\brsr_reports\IPCALAB_Ipca Laboratories Ltd_BRSR.pdf,422.8134765625
Gland Pharma Ltd.,GLAND,Pharmaceuticals,30340.1426519445,https://nsearchives.nseindia.com/corporate/GLAND_31072025173044_BRSR_FY25_Final.pdf,31-Jul-2025,True,data\brsr_reports\GLAND_Gland Pharma Ltd_BRSR.pdf,658.1279296875
Syngene International Ltd.,SYNGENE,Pharmaceuticals,28408.150323812,https://nsearchives.nseindia.com/corporate/SYNGENE3_28062025222529_IntimationofBRSRFY2025SE.pdf,28-Jun-2025,True,data\brsr_reports\SYNGENE_Syngene International Ltd_BRSR.pdf,616.474609375
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals,28149.4093621355,https://nsearchives.nseindia.com/corporate/GLENMARK_29082025194521_SE_BRSR1_29082025_signed.pdf,29-Aug-2025,True,data\brsr_reports\GLENMARK_Glenmark Pharmaceuticals Ltd_BRSR.pdf,1208.1611328125
J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Pharmaceuticals,26589.183422311,https://nsearchives.nseindia.com/corporate/JBCHEPHARM_11072025195106_NSE_BRSR_2025.pdf,11-Jul-2025,True,data\brsr_reports\JBCHEPHARM_JB Chemicals  Pharmaceuticals _BRSR.pdf,1054.58984375
Narayana Hrudayalaya Ltd.,NH,Pharmaceuticals,25914.852958014,https://nsearchives.nseindia.com/corporate/Narayana_08082025130806_NHSEletterBRSRFY25__1_.pdf,08-Aug-2025,True,data\brsr_reports\NH_Narayana Hrudayalaya Ltd_BRSR.pdf,28269.98828125
Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals,22603.070006724494,https://nsearchives.nseindia.com/corporate/LAURUSLABS_16072025191915_BRSR16072025.pdf,16-Jul-2025,True,data\brsr_reports\LAURUSLABS_Laurus Labs Ltd_BRSR.pdf,309.6357421875
Aster DM Healthcare Ltd.,ASTERDM,Pharmaceuticals,20489.9874374485,https://nsearchives.nseindia.com/corporate/ASTERDM2_12082025114506_Intimation_BRSR.pdf,12-Aug-2025,True,data\brsr_reports\ASTERDM_Aster DM Healthcare Ltd_BRSR.pdf,537.1748046875
Dr. Lal Path Labs Ltd.,LALPATHLAB,Pharmaceuticals,20353.491501218,https://nsearchives.nseindia.com/corporate/LALPATHLAB_20062025180522_BRSR2025.pdf,20-Jun-2025,True,data\brsr_reports\LALPATHLAB_Dr Lal Path Labs Ltd_BRSR.pdf,1633.708984375
Pfizer Ltd.,PFIZER,Pharmaceuticals,20283.955542357,https://nsearchives.nseindia.com/corporate/PFIZER_29062025231317_Stock_Exchange_intimation_BRSR_2024-25_.pdf,29-Jun-2025,False,,0.0
Alembic Pharmaceuticals Ltd.,APLLTD,Pharmaceuticals,18690.6247059735,https://nsearchives.nseindia.com/corporate/APLLTD_16062025213332_BRSR_Signed.pdf,16-Jun-2025,True,data\brsr_reports\APLLTD_Alembic Pharmaceuticals Ltd_BRSR.pdf,2970.0927734375
Piramal Pharma Ltd.,PPLPHARMA,Pharmaceuticals,18644.451901357497,https://nsearchives.nseindia.com/corporate/pratibhamishra_02072025154622_BRSRFY2025.pdf,02-Jul-2025,False,,0.0
NATCO Pharma Ltd.,NATCOPHARM,Pharmaceuticals,17649.240639931,https://nsearchives.nseindia.com/corporate/NATCOPHARM_29082025183823_SEBRSR29082025.pdf,29-Aug-2025,True,data\brsr_reports\NATCOPHARM_NATCO Pharma Ltd_BRSR.pdf,2687.9951171875
Larsen & Toubro Ltd.,LT,Real Estate & Construction,487634.01314880094,https://nsearchives.nseindia.com/corporate/PAM_26052025132508_BRSRFinal.pdf,26-May-2025,False,,0.0
DLF Ltd.,DLF,Real Estate & Construction,209238.920105397,https://nsearchives.nseindia.com/corporate/DLF_13072025094510_BRSR_Report.pdf,13-Jul-2025,True,data\brsr_reports\DLF_DLF Ltd_BRSR.pdf,692.22265625
Godrej Properties Ltd.,GODREJPROP,Real Estate & Construction,70284.1110107815,https://nsearchives.nseindia.com/corporate/GODREJPROP_04072025183109_SEIntimationBRSR.pdf,04-Jul-2025,True,data\brsr_reports\GODREJPROP_Godrej Properties Ltd_BRSR.pdf,803.033203125
Rail Vikas Nigam Ltd.,RVNL,Real Estate & Construction,59582.411275555,https://nsearchives.nseindia.com/corporate/RVNL_07082025003546_BRSRSTOCKXCHANGEINTIMATION.pdf,07-Aug-2025,True,data\brsr_reports\RVNL_Rail Vikas Nigam Ltd_BRSR.pdf,4313.990234375
Oberoi Realty Ltd.,OBEROIRLTY,Real Estate & Construction,55556.587582816,https://nsearchives.nseindia.com/corporate/OBEROIRLTY_04072025193716_Business_Responsibility_and_sustainability_report.pdf,04-Jul-2025,True,data\brsr_reports\OBEROIRLTY_Oberoi Realty Ltd_BRSR.pdf,660.2958984375
Prestige Estates Projects Ltd.,PRESTIGE,Real Estate & Construction,55213.5539484395,https://nsearchives.nseindia.com/corporate/PRESTIGE_19082025162354_Intimation_BRSR.pdf,19-Aug-2025,True,data\brsr_reports\PRESTIGE_Prestige Estates Projects Ltd_BRSR.pdf,4007.6044921875
IRB Infrastructure Developers Ltd.,IRB,Real Estate & Construction,37737.5208414635,https://nsearchives.nseindia.com/corporate/IRB_23082025164224_BRSR_Intimation_signed.pdf,23-Aug-2025,True,data\brsr_reports\IRB_IRB Infrastructure Developers _BRSR.pdf,1398.7109375
Brigade Enterprises Ltd.,BRIGADE,Real Estate & Construction,24440.74307164,https://nsearchives.nseindia.com/corporate/BRIGADE_28072025212453_IntimationonIntegratedAnnualReport.pdf,28-Jul-2025,True,data\brsr_reports\BRIGADE_Brigade Enterprises Ltd_BRSR.pdf,23023.4658203125
NBCC (India) Ltd.,NBCC,Real Estate & Construction,23446.8975609755,https://nsearchives.nseindia.com/corporate/NBCC_02092025223453_Intimation_BRSR020292025.pdf,02-Sep-2025,True,data\brsr_reports\NBCC_NBCC India Ltd_BRSR.pdf,750.72265625
IRCON International Ltd.,IRCON,Real Estate & Construction,22039.3462130355,https://nsearchives.nseindia.com/corporate/IRCON_25082025125005_STEXINTIMATIONOFBRSR25082025.pdf,25-Aug-2025,True,data\brsr_reports\IRCON_IRCON International Ltd_BRSR.pdf,1149.4560546875
Kec International Ltd.,KEC,Real Estate & Construction,18428.477615102,https://nsearchives.nseindia.com/corporate/KEC_17072025183850_SEIntimation_BRSR.pdf,17-Jul-2025,True,data\brsr_reports\KEC_Kec International Ltd_BRSR.pdf,463.2041015625
Signatureglobal (India) Ltd.,SIGNATURE,Real Estate & Construction,17774.875891443502,https://nsearchives.nseindia.com/corporate/SGLOBAL_01092025214735_brsr25signed.pdf,01-Sep-2025,True,data\brsr_reports\SIGNATURE_Signatureglobal India Ltd_BRSR.pdf,1468.73046875
Kalpataru Projects International Ltd.,KPIL,Real Estate & Construction,16851.1617207155,https://nsearchives.nseindia.com/corporate/KALPATPOWR_16062025153918_SEIntimation16062025BRSR.pdf,16-Jun-2025,False,,0.0
RITES Ltd.,RITES,Real Estate & Construction,16236.894116538,https://nsearchives.nseindia.com/corporate/RITES_30082025155750_IntimationSigned.pdf,30-Aug-2025,True,data\brsr_reports\RITES_RITES Ltd_BRSR.pdf,817.4462890625
NCC Ltd.,NCC,Real Estate & Construction,15574.943874327,https://nsearchives.nseindia.com/corporate/NCC_01082025172501_SubmissionofBRSR.pdf,01-Aug-2025,True,data\brsr_reports\NCC_NCC Ltd_BRSR.pdf,611.962890625
Sobha Ltd.,SOBHA,Real Estate & Construction,15344.1702212745,https://nsearchives.nseindia.com/corporate/SOBHA_03072025120319_BRSR_2025.pdf,03-Jul-2025,True,data\brsr_reports\SOBHA_Sobha Ltd_BRSR.pdf,780.0283203125
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Real Estate & Construction,14178.945950661,https://nsearchives.nseindia.com/corporate/SWSOLAR_28072025234020_Signed_BRSR_AR.pdf,28-Jul-2025,True,data\brsr_reports\SWSOLAR_Sterling and Wilson Renewable _BRSR.pdf,3399.12109375
G R Infraprojects Ltd.,GRINFRA,Real Estate & Construction,13085.808275291,https://nsearchives.nseindia.com/corporate/GRINFRA_25082025175103_Intimation_of_BRSR.pdf,25-Aug-2025,True,data\brsr_reports\GRINFRA_G R Infraprojects Ltd_BRSR.pdf,642.07421875
Engineers India Ltd.,ENGINERSIN,Real Estate & Construction,12772.7952126955,https://nsearchives.nseindia.com/corporate/ENGINERSIN_29082025124015_brsr29082025.pdf,29-Aug-2025,True,data\brsr_reports\ENGINERSIN_Engineers India Ltd_BRSR.pdf,583.9580078125
Anant Raj Ltd.,ANANTRAJ,Real Estate & Construction,11891.5730773395,https://nsearchives.nseindia.com/corporate/ANANTRAJ_28062025221947_BRSR_28062025.pdf,28-Jun-2025,False,,0.0
PNC Infratech Ltd.,PNCINFRA,Real Estate & Construction,11267.9957791865,https://nsearchives.nseindia.com/corporate/PNCINFRA_06092025124629_IntimationBRSR06092025.pdf,06-Sep-2025,True,data\brsr_reports\PNCINFRA_PNC Infratech Ltd_BRSR.pdf,2392.0390625
Techno Electric & Engineering Company Ltd.,TECHNOE,Real Estate & Construction,10257.8351626015,https://nsearchives.nseindia.com/corporate/TECHNOE_01092025185411_BRSR_2024-25.pdf,01-Sep-2025,True,data\brsr_reports\TECHNOE_Techno Electric  Engineering C_BRSR.pdf,6226.541015625
Mahindra Lifespace Developers Ltd.,MAHLIFE,Real Estate & Construction,9188.120934434,https://nsearchives.nseindia.com/corporate/MAHLIFE1_03072025171553_IntimationBRSR.pdf,03-Jul-2025,False,,0.0
Avenue Supermarts Ltd.,DMART,Hospitality & Tourism,278029.0856907845,https://nsearchives.nseindia.com/corporate/DMART_21072025103415_ASLBRSR202425.pdf,21-Jul-2025,True,data\brsr_reports\DMART_Avenue Supermarts Ltd_BRSR.pdf,477.130859375
Trent Ltd.,TRENT,Hospitality & Tourism,145215.8384863385,https://nsearchives.nseindia.com/corporate/TRENT_11062025215346_BRSR_FY_2024-25.pdf,11-Jun-2025,True,data\brsr_reports\TRENT_Trent Ltd_BRSR.pdf,805.748046875
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Hospitality & Tourism,78372.544715447,https://nsearchives.nseindia.com/corporate/IRCTC_07082025191209_SEintimationforBRSR.pdf,07-Aug-2025,True,data\brsr_reports\IRCTC_Indian Railway Catering And To_BRSR.pdf,596.265625
Info Edge (India) Ltd.,NAUKRI,Hospitality & Tourism,72880.225285756,https://nsearchives.nseindia.com/corporate/NAUKRI2_01082025192257_IEIL_BRSR.pdf,01-Aug-2025,True,data\brsr_reports\NAUKRI_Info Edge India Ltd_BRSR.pdf,779.0439453125
Jubilant Foodworks Ltd.,JUBLFOOD,Hospitality & Tourism,32255.3044488295,https://nsearchives.nseindia.com/corporate/JUBLFOOD_01082025192521_JFLBRSR01082025.pdf,01-Aug-2025,True,data\brsr_reports\JUBLFOOD_Jubilant Foodworks Ltd_BRSR.pdf,1286.3154296875
EIH Ltd.,EIHOTEL,Hospitality & Tourism,25653.185668163,https://nsearchives.nseindia.com/corporate/EIHOTEL01_12072025210149_brsr.pdf,12-Jul-2025,True,data\brsr_reports\EIHOTEL_EIH Ltd_BRSR.pdf,833.849609375
Vedant Fashions Ltd.,MANYAVAR,Hospitality & Tourism,24850.286204063,https://nsearchives.nseindia.com/corporate/MANYAVAR_12082025223450_BRSR.pdf,12-Aug-2025,True,data\brsr_reports\MANYAVAR_Vedant Fashions Ltd_BRSR.pdf,3319.9443359375
Aditya Birla Fashion and Retail Ltd.,ABFRL,Hospitality & Tourism,24634.322608551,https://nsearchives.nseindia.com/corporate/ABFRL_29082025194528_BRSR_ABFRL.pdf,29-Aug-2025,True,data\brsr_reports\ABFRL_Aditya Birla Fashion and Retai_BRSR.pdf,487.8076171875
Devyani International Ltd.,DEVYANI,Hospitality & Tourism,19810.9287462515,https://nsearchives.nseindia.com/corporate/DEVYANI_05072025184646_BRSR.pdf,05-Jul-2025,True,data\brsr_reports\DEVYANI_Devyani International Ltd_BRSR.pdf,491.6220703125
Chalet Hotels Ltd.,CHALET,Hospitality & Tourism,16826.507488069,https://nsearchives.nseindia.com/corporate/CHALET_16072025111739_BRSRFY2025.pdf,16-Jul-2025,False,,0.0
TBO Tek Ltd.,TBOTEK,Hospitality & Tourism,16652.8259155625,https://nsearchives.nseindia.com/corporate/7235938746_14072025181255_BRSR.pdf,14-Jul-2025,True,data\brsr_reports\TBOTEK_TBO Tek Ltd_BRSR.pdf,725.529296875
Indiamart Intermesh Ltd.,INDIAMART,Hospitality & Tourism,15753.6378429965,https://nsearchives.nseindia.com/corporate/INDIAMART_22052025135734_IndiaMART_BRSR_20052025.pdf,22-May-2025,True,data\brsr_reports\INDIAMART_Indiamart Intermesh Ltd_BRSR.pdf,1810.41796875
BLS International Services Ltd.,BLS,Hospitality & Tourism,14363.349948055644,https://nsearchives.nseindia.com/corporate/BLS_22082025224457_Intimation_BRSR_Report.pdf,22-Aug-2025,True,data\brsr_reports\BLS_BLS International Services Ltd_BRSR.pdf,3455.6796875
Hindustan Unilever Ltd.,HINDUNILVR,Retail & Consumer Goods,562159.9985382624,https://nsearchives.nseindia.com/corporate/HINDUNILVR_18072025110703_BRSRPDF.pdf,18-Jul-2025,False,,0.0
ITC Ltd.,ITC,Retail & Consumer Goods,538703.5697368791,https://nsearchives.nseindia.com/corporate/ITC_27062025154418_SE_BRSR_.pdf,27-Jun-2025,False,,0.0
Titan Company Ltd.,TITAN,Retail & Consumer Goods,317580.07400088303,https://nsearchives.nseindia.com/corporate/TITAN_27062025154702_SEnoticeofbrsr.pdf,27-Jun-2025,True,data\brsr_reports\TITAN_Titan Company Ltd_BRSR.pdf,797.2294921875
Asian Paints Ltd.,ASIANPAINT,Retail & Consumer Goods,282148.73631218146,https://nsearchives.nseindia.com/corporate/ASIANPAINT_24062025100951_BRSRIntimation03062025signed.pdf,24-Jun-2025,True,data\brsr_reports\ASIANPAINT_Asian Paints Ltd_BRSR.pdf,873.3037109375
Nestle India Ltd.,NESTLEIND,Retail & Consumer Goods,243573.967446209,https://nsearchives.nseindia.com/corporate/NESTLEIND1_27062025152549_Nestle_India_BRSR.pdf,27-Jun-2025,True,data\brsr_reports\NESTLEIND_Nestle India Ltd_BRSR.pdf,535.17578125
Godrej Consumer Products Ltd.,GODREJCP,Retail & Consumer Goods,127832.320059393,https://nsearchives.nseindia.com/corporate/GODREJCP_24072025160509_SE_BRSR_2024-25_Signed.pdf,24-Jul-2025,False,,0.0
Britannia Industries Ltd.,BRITANNIA,Retail & Consumer Goods,121855.6301540955,https://nsearchives.nseindia.com/corporate/BRITANNIA1_19072025235926_BRSR_Intimation_signed.pdf,20-Jul-2025,True,data\brsr_reports\BRITANNIA_Britannia Industries Ltd_BRSR.pdf,731.9013671875
Tata Consumer Products Ltd.,TATACONSUM,Retail & Consumer Goods,107325.2280368435,https://nsearchives.nseindia.com/corporate/Sukhvinder_27062025163639_BRSR.pdf,27-Jun-2025,True,data\brsr_reports\TATACONSUM_Tata Consumer Products Ltd_BRSR.pdf,1015.3583984375
Havells India Ltd.,HAVELLS,Retail & Consumer Goods,98517.872518731,https://nsearchives.nseindia.com/corporate/HAVELLS1_16052025200031_CoverLetter_Notice_IntegratedAR_BRSR_Core_16052025_FullVersion.pdf,16-May-2025,True,data\brsr_reports\HAVELLS_Havells India Ltd_BRSR.pdf,53094.271484375
Dabur India Ltd.,DABUR,Retail & Consumer Goods,96597.6533945345,https://nsearchives.nseindia.com/corporate/DABURIN_09072025181752_FBRSR.pdf,09-Jul-2025,True,data\brsr_reports\DABUR_Dabur India Ltd_BRSR.pdf,2464.0
United Spirits Ltd.,UNITDSPR,Retail & Consumer Goods,84451.6283153265,https://nsearchives.nseindia.com/corporate/MCDOWELL_06082025142128_SEIntimationBRSR_F.pdf,06-Aug-2025,False,,0.0
Colgate Palmolive (India) Ltd.,COLPAL,Retail & Consumer Goods,72468.339578615,https://nsearchives.nseindia.com/corporate/CPIL_26062025171902_SE_Intimation_-_BRSR_2025__1_.pdf,26-Jun-2025,True,data\brsr_reports\COLPAL_Colgate Palmolive India Ltd_BRSR.pdf,579.9326171875
Marico Ltd.,MARICO,Retail & Consumer Goods,70778.2160014685,https://nsearchives.nseindia.com/corporate/marico_12072025111613_SEBRSR.pdf,12-Jul-2025,False,,0.0
United Breweries Ltd.,UBL,Retail & Consumer Goods,49062.226156211,https://nsearchives.nseindia.com/corporate/UBLSJR_14072025215702_IntimationBRSRFY2025.pdf,14-Jul-2025,True,data\brsr_reports\UBL_United Breweries Ltd_BRSR.pdf,653.17578125
Dixon Technologies (India) Ltd.,DIXON,Retail & Consumer Goods,46762.20697673501,https://nsearchives.nseindia.com/corporate/DIXON_01092025235419_Binder1.pdf,01-Sep-2025,True,data\brsr_reports\DIXON_Dixon Technologies India Ltd_BRSR.pdf,28482.265625
Kalyan Jewellers India Ltd.,KALYANKJIL,Retail & Consumer Goods,40613.4508496285,https://nsearchives.nseindia.com/corporate/KALYANKJIL_14082025120520_BRSR.pdf,14-Aug-2025,True,data\brsr_reports\KALYANKJIL_Kalyan Jewellers India Ltd_BRSR.pdf,826.4560546875
Voltas Ltd.,VOLTAS,Retail & Consumer Goods,40294.803064807,https://nsearchives.nseindia.com/corporate/VOLTAS_RB_18062025170206_SE_Intimation_BRSR_signed.pdf,18-Jun-2025,False,,0.0
Blue Star Ltd.,BLUESTARCO,Retail & Consumer Goods,27564.190254376503,https://nsearchives.nseindia.com/corporate/BLUESTARCO_11072025205146_SEIntimationBRSR.pdf,11-Jul-2025,True,data\brsr_reports\BLUESTARCO_Blue Star Ltd_BRSR.pdf,784.353515625
Kansai Nerolac Paints Ltd.,KANSAINER,Retail & Consumer Goods,23735.054440216,https://nsearchives.nseindia.com/corporate/KANSAINER_24062025162719_SEintimationofBRSR_Signed__1_.pdf,24-Jun-2025,True,data\brsr_reports\KANSAINER_Kansai Nerolac Paints Ltd_BRSR.pdf,2794.7880859375
Emami Ltd.,EMAMILTD,Retail & Consumer Goods,22860.269367152498,https://nsearchives.nseindia.com/corporate/EMAMILTD_05082025162502_BRSR_FY_24-25_signed.pdf,05-Aug-2025,True,data\brsr_reports\EMAMILTD_Emami Ltd_BRSR.pdf,827.8466796875
Radico Khaitan Ltd,RADICO,Retail & Consumer Goods,22415.169004347,https://nsearchives.nseindia.com/corporate/RADICO_16072025115410_BRSR.pdf,16-Jul-2025,False,,0.0
Gillette India Ltd.,GILLETTE,Retail & Consumer Goods,22082.535145361,https://nsearchives.nseindia.com/corporate/GILLETTE_11082025113426_GILBRSR2025.pdf,11-Aug-2025,True,data\brsr_reports\GILLETTE_Gillette India Ltd_BRSR.pdf,3331.95703125
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Retail & Consumer Goods,20909.19032276,https://nsearchives.nseindia.com/corporate/Crompton123_18062025225751_SEIntimationforAnnualReportdispatch_1.pdf,18-Jun-2025,False,,0.0
Bharti Airtel Ltd.,BHARTIARTL,Telecom Infrastructure,730310.2342570175,https://nsearchives.nseindia.com/corporate/BHARTIARTL_16072025232215_BAL_STX_BRSR_FY24-25.pdf,16-Jul-2025,True,data\brsr_reports\BHARTIARTL_Bharti Airtel Ltd_BRSR.pdf,499.8046875
Vodafone Idea Ltd.,IDEA,Telecom Infrastructure,78513.01673621699,https://nsearchives.nseindia.com/corporate/IDEA_01082025183304_SEIntimationBRSR01082025signed.pdf,01-Aug-2025,True,data\brsr_reports\IDEA_Vodafone Idea Ltd_BRSR.pdf,745.2490234375
Indus Towers Ltd.,INDUSTOWER,Telecom Infrastructure,77059.6363330195,https://nsearchives.nseindia.com/corporate/BHARTIINFRATEL_08082025030028_SEIntimationFINAL.pdf,08-Aug-2025,True,data\brsr_reports\INDUSTOWER_Indus Towers Ltd_BRSR.pdf,18905.3056640625
Tata Communications Ltd.,TATACOMM,Telecom Infrastructure,51994.469817073,https://nsearchives.nseindia.com/corporate/TATACOMM_16062025223319_18197B.pdf,16-Jun-2025,True,data\brsr_reports\TATACOMM_Tata Communications Ltd_BRSR.pdf,4196.623046875
Bharti Hexacom Ltd.,BHARTIHEXA,Telecom Infrastructure,49616.25,https://nsearchives.nseindia.com/corporate/HexacomApril20_25072025221226_BHL_BRSR_STX.pdf,25-Jul-2025,True,data\brsr_reports\BHARTIHEXA_Bharti Hexacom Ltd_BRSR.pdf,1957.1533203125
