Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,Revenue_Cr,MSA_Intensity,Scope3_Biodiversity_MSA,Exiobase_Sector,Factor_Used,Sector_Original,Revenue_INR,Revenue_Million_EUR,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank
Life Insurance Corporation of India,Financial Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,4887995296884.186,1.031097555108678e-10,271.55529427134366,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,4887995296884.186,54311.058854268726,0.004999999999907938,0.055555555544189845,47.0,428.0
Linde India Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,24854486962.411102,2.4623320566848293e-08,13.808048312450612,Other business activities,0.05,Chemicals & Fertilizers,24854486962.411102,276.16096624901223,0.04999999981894618,0.555555533203232,281.0,265.0
Lloyds Metals and Energy Limited,Other Business Services,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,67727220762.32858,2.0302028999908505e-08,37.62623375684921,Other business activities,0.05,Power Generation,67727220762.32858,752.5246751369842,0.04999999993355699,0.5555555473527156,171.0,175.0
Lupin Limited,Pharmaceuticals,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,164585584899.91626,4.520444487604567e-09,274.3093081665271,Chemicals nec,0.15,Chemicals & Fertilizers,164585584899.91626,1828.7287211101807,0.1499999999179758,1.666666656540223,45.0,32.0
MACROTECH DEVELOPERS LIMITED,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,137799989600.66556,3.483309406560954e-10,76.55554977814754,Other business activities,0.05,Information Technology,137799989600.66556,1531.1109955629506,0.04999999996734397,0.5555555515239475,107.0,132.0
MAHARASHTRA SCOOTERS LIMITED,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,29900025.706669297,2.086954727469732e-05,0.016611125392594055,Other business activities,0.05,Chemicals & Fertilizers,29900025.706669297,0.33222250785188107,0.049999849498910176,0.5555369757395652,413.0,372.0
MANKIND PHARMA LIMITED,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,9497.800000001122,0.0305333866790167,1.5829666666668535e-05,Chemicals nec,0.15,Pharmaceuticals,9497.800000001122,0.00010553111111112357,0.1485919606166171,1.507903243219231,449.0,50.0
MAX HEALTHCARE INSTITUTE LIMITED,Healthcare,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,7027999897.351673,7.683551620475771e-08,3.9044443874175965,Other business activities,0.05,Chemicals & Fertilizers,7027999897.351673,78.08888774835192,0.04999999935970405,0.5555554765066818,384.0,358.0
MMTC LIMITED,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,,,,Other business activities,0.05,Chemicals & Fertilizers,,,,,,
MOIL Limited,Oil & Gas,Ahmedabad,Gujarat,0.51,2.0,1.02,Tier 2,75%,15849409434.73797,6.435571017330231e-08,70.44181970994654,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,15849409434.73797,176.10454927486634,0.39999999772862205,4.444444164027425,112.0,18.0
MRF Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,27665.21999999961,0.0238566691318561,1.536956666666645e-05,Other business activities,0.05,Chemicals & Fertilizers,27665.21999999961,0.000307391333333329,0.049837868336118384,0.5361747325388279,450.0,396.0
MUTHOOT FINANCE LIMITED,Financial Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,170990887558.09796,4.351109059815889e-09,9.499493753227664,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,170990887558.09796,1899.8987506455328,0.004999999997368281,0.055555555230651955,333.0,456.0
Mahanagar Gas Limited,Oil & Gas,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,75899723706.39742,7.5889604319001e-09,337.3321053617663,Mining of coal and lignite; extraction of peat,0.4,Chemicals & Fertilizers,75899723706.39742,843.3302634044157,0.39999999952569,4.444444385887652,39.0,16.0
Maharashtra Seamless Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,54631403189.008,1.1422002064291672e-08,30.35077954944889,Other business activities,0.05,Chemicals & Fertilizers,54631403189.008,607.0155909889778,0.049999999917629795,0.5555555453863944,192.0,193.0
Mahindra  Mahindra Financial Services Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,160739576868.82935,3.608321057565716e-11,8.929976492712742,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,160739576868.82935,1785.9952985425482,0.004999999997200441,0.05555555520993094,340.0,458.0
Mahindra  Mahindra Limited,Automobile,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,1164826832820.8447,4.635882216863855e-10,1294.2520364676054,Construction,0.1,Chemicals & Fertilizers,1164826832820.8447,12942.520364676053,0.09999999999227353,1.111111110157226,11.0,65.0
Mahindra Holidays  Resorts India Limited,Automobile,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,15449122023.55393,3.26232131011455e-08,17.165691137282145,Construction,0.1,Chemicals & Fertilizers,15449122023.55393,171.65691137282144,0.09999999941744264,1.1111110391904522,254.0,86.0
Mahindra Lifespace Developers Limited,Automobile,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,32983239014.647137,1.8554878728805988e-08,36.64804334960793,Construction,0.1,Chemicals & Fertilizers,32983239014.647137,366.4804334960793,0.09999999972713415,1.1111110774239685,176.0,84.0
Man Infraconstruction Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,3947270660.9368896,1.6720414096036378e-07,2.192928144964939,Other business activities,0.05,Chemicals & Fertilizers,3947270660.9368896,43.858562899298775,0.0499999988599718,0.5555554148113648,398.0,366.0
Manappuram Finance Limited,Financial Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,69063079096.04521,1.077276034804831e-08,3.836837727558067,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,69063079096.04521,767.3675455116135,0.004999999993484217,0.05555555475113798,385.0,464.0
Marico Limited,FMCG / Consumer Goods,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,7581.000000011008,0.0759794222396997,4.211666666672782e-05,Food products nec,0.5,Chemicals & Fertilizers,7581.000000011008,8.423333333345564e-05,0.49413375048886254,4.908130365537093,441.0,7.0
Maruti Suzuki India Limited,Automobile,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,1518998964123.295,4.107968568366653e-10,1687.7766268036612,Construction,0.1,Chemicals & Fertilizers,1518998964123.295,16877.766268036612,0.09999999999407504,1.1111111103796354,7.0,62.0
Mastek Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,345523000760.1562,2.014337680758701e-09,191.95722264453124,Other business activities,0.05,Chemicals & Fertilizers,345523000760.1562,3839.1444528906245,0.04999999998697627,0.5555555539476871,60.0,104.0
Max Financial Services Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,3261372.9999916567,1.379786979291087e-06,0.00018118738888842537,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,3261372.9999916567,0.03623747777768507,0.00499986202510959,0.05553852636988129,426.0,477.0
Mazagon Dock Shipbuilders Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,114318771309.27782,4.408724780959018e-09,63.51042850515435,Other business activities,0.05,Chemicals & Fertilizers,114318771309.27782,1270.208570103087,0.049999999960636386,0.5555555506958502,122.0,139.0
MedPlus Health Services Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,67299.00999924737,0.0090937444697454,3.738833888847077e-05,Other business activities,0.05,Chemicals & Fertilizers,67299.00999924737,0.0007477667777694152,0.04993322353303528,0.5474213885220705,443.0,390.0
Metro Brands Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,24495883357.906807,2.6943302691183192e-08,13.608824087726004,Other business activities,0.05,Chemicals & Fertilizers,24495883357.906807,272.17648175452007,0.049999999816295666,0.5555555328760088,283.0,267.0
Metropolis Healthcare Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,121654.30000546708,0.0061156901150766,6.75857222252595e-05,Other business activities,0.05,Chemicals & Fertilizers,121654.30000546708,0.0013517144445051898,0.04996303728388272,0.5510261134118166,436.0,386.0
Mishra Dhatu Nigam Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,10741014802.745632,5.362621787400964e-08,5.967230445969796,Other business activities,0.05,Chemicals & Fertilizers,10741014802.745632,119.34460891939591,0.04999999958104518,0.5555555038327423,368.0,345.0
Motherson Sumi Wiring India Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,93193.9999987217,0.0066957100243423,5.177444444373429e-05,Other business activities,0.05,Chemicals & Fertilizers,93193.9999987217,0.0010354888888746857,0.049951760216113576,0.5496575625245442,439.0,388.0
Motilal Oswal Financial Services Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,9276.460410557183,0.0006252384792586,5.153589116976213e-07,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,9276.460410557183,0.00010307178233952426,0.004951956237439194,0.05014945721662921,480.0,480.0
Mphasis Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,92710.47000022694,0.0058245848607894,5.150581666679274e-05,Other business activities,0.05,Chemicals & Fertilizers,92710.47000022694,0.0010301163333358548,0.04995150886628065,0.5496271298892003,440.0,389.0
NATCO Pharma Limited,Pharmaceuticals,Pune,Maharashtra,0.42,0.5,0.21,Tier 2,75%,40945055199.77219,5.128824444744391e-09,68.24175866628698,Chemicals nec,0.15,Pharmaceuticals,40945055199.77219,454.94505777524654,0.14999999967028987,1.666666625961712,118.0,44.0
NAVA LIMITED,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,16120306810.471891,3.79645379703592e-08,8.955726005817718,Other business activities,0.05,Chemicals & Fertilizers,16120306810.471891,179.11452011635436,0.04999999972084899,0.5555555210924695,339.0,319.0
NBCC India Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,87253696757.52272,7.564149423194462e-09,48.474275976401515,Other business activities,0.05,Chemicals & Fertilizers,87253696757.52272,969.4855195280302,0.04999999994842626,0.5555555491884265,150.0,161.0
NCC LIMITED,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,19392.309999992875,0.0383657233202374,1.0773505555551598e-05,Other business activities,0.05,Chemicals & Fertilizers,19392.309999992875,0.00021547011111103194,0.0497690212300286,0.5283121703993006,455.0,400.0
NETWEB TECHNOLOGIES INDIA LIMITED,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,11490580919.15668,4.177334491416021e-09,6.383656066198156,Other business activities,0.05,Information Technology,11490580919.15668,127.6731213239631,0.0499999996083749,0.555555507206781,362.0,339.0
NHPC Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,89942812458.78163,6.937741693211589e-09,49.96822914376758,Other business activities,0.05,Chemicals & Fertilizers,89942812458.78163,999.3645828753515,0.04999999994996821,0.5555555493787914,145.0,156.0
NLC India Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,152825914634.14636,4.554201436753518e-09,84.9032859078591,Other business activities,0.05,Chemicals & Fertilizers,152825914634.14636,1698.065718157182,0.04999999997055473,0.5555555519203375,98.0,128.0
NMDC Limited,Mining,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,236679301870.28784,2.281568332054432e-09,1051.9080083123906,Mining of coal and lignite; extraction of peat,0.4,Chemicals & Fertilizers,236679301870.28784,2629.770020780976,0.3999999998478955,4.444444425666105,13.0,12.0
NMDC Steel Limited,Steel & Iron,Pune,Maharashtra,0.42,1.8,0.756,Tier 2,75%,8503.049999999996,0.0889092737311906,9.447833333333328e-06,Construction,0.1,Steel & Iron,8503.049999999996,9.447833333333328e-05,0.09895264196065426,0.9941895847473528,458.0,90.0
NTPC LIMITED,Power,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,1700341356075.955,3.5992772734315676e-10,2267.1218081012735,Production of electricity by coal,0.12,Chemicals & Fertilizers,1700341356075.955,18892.68173417728,0.11999999999364833,1.333333332549177,6.0,51.0
NUVAMA WEALTH MANAGEMENT LIMITED,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,41693087996.98102,1.5829962032262768e-08,23.162826664989456,Other business activities,0.05,Chemicals & Fertilizers,41693087996.98102,463.2565332997891,0.04999999989206844,0.555555542230672,225.0,221.0
Narayana Hrudayalaya Ltd,Healthcare,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,37323085131.61015,1.9934043431202903e-08,20.735047295338973,Other business activities,0.05,Chemicals & Fertilizers,37323085131.61015,414.70094590677945,0.04999999987943119,0.5555555406705175,237.0,232.0
Navin Fluorine International Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,23493791302.07997,2.451711571767496e-08,13.052106278933318,Other business activities,0.05,Chemicals & Fertilizers,23493791302.07997,261.04212557866634,0.04999999980846004,0.5555555319086471,305.0,289.0
Nestle India Limited,FMCG / Consumer Goods,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,200774777975.13324,3.107960104815979e-09,1115.4154331951847,Food products nec,0.5,Chemicals & Fertilizers,200774777975.13324,2230.8308663903695,0.4999999997758683,5.555555527884971,12.0,2.0
Neuland Laboratories Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,14759999691.991392,4.715447252872518e-08,8.199999828884108,Other business activities,0.05,Chemicals & Fertilizers,14759999691.991392,163.99999657768214,0.049999999695121956,0.5555555179162921,346.0,325.0
Newgen Software Technologies Limited,Other Business Services,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,13544181908.05734,3.322459806393312e-09,7.5245455044763006,Other business activities,0.05,Information Technology,13544181908.05734,150.490910089526,0.04999999966775402,0.5555555145375363,355.0,333.0
Nippon Life India Asset Management Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,23483175709.30812,2.1462173866042642e-08,13.0462087273934,Other business activities,0.05,Chemicals & Fertilizers,23483175709.30812,260.924174547868,0.04999999980837345,0.5555555318979575,306.0,290.0
Nuvoco Vistas Corporation Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,102441064761.17606,5.974166721390236e-09,56.91170264509781,Other business activities,0.05,Chemicals & Fertilizers,102441064761.17606,1138.2340529019561,0.0499999999560723,0.5555555501323832,134.0,147.0
Oberoi Realty Limited,Real Estate,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,52863393864.40555,1.2485009980496109e-08,58.73710429378394,Construction,0.1,Chemicals & Fertilizers,52863393864.40555,587.3710429378394,0.09999999982974986,1.1111110900925762,130.0,81.0
Oil India Limited,Oil & Gas,Delhi,Delhi,0.62,2.0,1.24,Tier 2,75%,221169909470.86572,5.606549294913657e-09,982.97737542607,Mining of coal and lignite; extraction of peat,0.4,Oil & Gas,221169909470.86572,2457.443438565175,0.3999999998372293,4.444444424349286,15.0,13.0
Olectra Greentech Limited,Other Business Services,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,17630249794.12572,2.722593301882386e-09,9.794583218958735,Other business activities,0.05,Information Technology,17630249794.12572,195.89166437917467,0.049999999744756884,0.5555555240440608,330.0,312.0
One 97 Communications Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,55043238993.71069,1.13365421695351e-08,30.57957721872816,Other business activities,0.05,Chemicals & Fertilizers,55043238993.71069,611.5915443745632,0.049999999918246094,0.5555555454624804,190.0,191.0
Oracle Financial Services Software Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,50989944936.55734,1.137479165199427e-10,2.8327747186976304,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,50989944936.55734,566.554943739526,0.0049999999911747315,0.055555554466016156,394.0,468.0
PATANJALI FOODS LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,341569798024.1968,1.5809360286641807e-09,189.76099890233155,Other business activities,0.05,Chemicals & Fertilizers,341569798024.1968,3795.219978046631,0.049999999986825534,0.5555555539290782,61.0,105.0
PB FINTECH LIMITED,Other Business Services,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,4977.210000005246,0.0084384625121213,2.7651166666695813e-06,Other business activities,0.05,Information Technology,4977.210000005246,5.5302333333391624e-05,0.049111937338299515,0.46260992447432076,468.0,411.0
PI INDUSTRIES LIMITED,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,75712074414.22829,8.083254946254504e-09,42.062263563460164,Other business activities,0.05,Chemicals & Fertilizers,75712074414.22829,841.2452712692032,0.04999999994056431,0.5555555482178153,158.0,166.0
PNB Housing Finance Limited,Financial Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,7661.219999979001,0.0861481591707076,4.256233333321667e-07,"Financial intermediation, except insurance and pension funding",0.005,Chemicals & Fertilizers,7661.219999979001,8.512466666643334e-05,0.004941944622910817,0.04914126801226601,481.0,481.0
PNC Infratech Limited,Other Business Services,Delhi,Delhi,0.62,0.1,0.062,Tier 2,75%,55131212311.4306,1.124589817647548e-09,30.628451284128115,Other business activities,0.05,Information Technology,55131212311.4306,612.5690256825623,0.04999999991837655,0.5555555454785861,189.0,190.0
POLY MEDICURE LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,16018041310.541311,3.5959452771603244e-08,8.898911839189617,Other business activities,0.05,Chemicals & Fertilizers,16018041310.541311,177.97823678379234,0.04999999971906678,0.5555555208724435,341.0,320.0
PTC Industries Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,2411857265.0773807,2.5872177804020253e-07,1.3399207028207671,Other business activities,0.05,Chemicals & Fertilizers,2411857265.0773807,26.79841405641534,0.04999999813421802,0.5555553252121876,401.0,368.0
PUNJAB NATIONAL BANK,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,1380712803612.84,4.2007287719962016e-12,76.70626686738001,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,1380712803612.84,15341.253373476002,0.004999999999674081,0.05555555551531868,105.0,433.0
PVR INOX LIMITED,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,54424549934.1367,9.92199293615648e-09,30.235861074520393,Other business activities,0.05,Chemicals & Fertilizers,54424549934.1367,604.7172214904078,0.049999999917316726,0.5555555453477441,193.0,194.0
Page Industries Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,493500363141.1712,1.0212758442405142e-09,274.1668684117618,Other business activities,0.05,Chemicals & Fertilizers,493500363141.1712,5483.337368235236,0.049999999990881464,0.5555555544298106,46.0,100.0
Persistent Systems Limited,IT Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,119387.16998881244,0.0051261789692925,1.3265241109868049e-05,Computer and related activities,0.01,Chemicals & Fertilizers,119387.16998881244,0.001326524110986805,0.009992467180130863,0.11018816300026645,452.0,427.0
Petronet LNG Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,509796680869.683,1.2946337721816452e-09,283.22037826093504,Other business activities,0.05,Chemicals & Fertilizers,509796680869.683,5664.4075652187,0.04999999999117295,0.5555555544657966,44.0,99.0
Pfizer Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,22813618003.462204,3.2612100364225014e-08,12.674232224145669,Other business activities,0.05,Chemicals & Fertilizers,22813618003.462204,253.48464448291338,0.04999999980274939,0.5555555312036299,308.0,292.0
Pidilite Industries Limited,Chemicals,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,120726667641.89584,4.7711082501552485e-09,201.21111273649305,Chemicals nec,0.15,Chemicals & Fertilizers,120726667641.89584,1341.407418243287,0.14999999988817714,1.6666666528613765,57.0,34.0
Piramal Enterprises Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,10269.560000037667,0.0607620969153217,5.705311111132038e-06,Other business activities,0.05,Chemicals & Fertilizers,10269.560000037667,0.00011410622222264074,0.049565618617008485,0.5062585505656803,462.0,406.0
Piramal Pharma Limited,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,52857074238.44545,5.486493609006252e-09,88.09512373074242,Chemicals nec,0.15,Pharmaceuticals,52857074238.44545,587.3008248716161,0.14999999974459427,1.666666635135095,97.0,39.0
Polycab India Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,21913.00000001536,0.0246429060374947,1.2173888888897423e-05,Other business activities,0.05,Chemicals & Fertilizers,21913.00000001536,0.00024347777777794844,0.04979548243421367,0.5313092519045635,454.0,399.0
Poonawalla Fincorp Limited,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,4222.839999998249,0.1193509581230188,2.3460222222212497e-06,Other business activities,0.05,Chemicals & Fertilizers,4222.839999998249,4.692044444442499e-05,0.04895660400107544,0.4491851602235635,470.0,413.0
Power Finance Corporation Limited,Power,Ahmedabad,Gujarat,0.51,2.5,1.275,Tier 2,75%,530871171171.1712,2.401712636207356e-09,707.8282282282282,Production of electricity by coal,0.12,Power Generation,530871171171.1712,5898.5685685685685,0.11999999997965607,1.3333333308217383,21.0,53.0
Power Grid Corporation of India Limited,Power,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,45792.32000004322,0.0300268691343592,6.10564266667243e-05,Production of electricity by coal,0.12,Power Generation,45792.32000004322,0.0005088035555560358,0.1197646152156214,1.3048386287892524,437.0,61.0
Power Mech Projects Limited,Power,Delhi,Delhi,0.62,2.5,1.55,Tier 2,75%,44354231237.793205,3.4945933155511016e-08,59.13897498372427,Production of electricity by coal,0.12,Power Generation,44354231237.793205,492.8247915310356,0.11999999975650574,1.333333303272316,128.0,59.0
Praj Industries Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,32279484638.2557,1.7844151059256982e-08,17.933047021253167,Other business activities,0.05,Chemicals & Fertilizers,32279484638.2557,358.6609404250633,0.04999999986059257,0.5555555383447622,250.0,242.0
Prestige Estates Projects Limited,Real Estate,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,73494142492.99542,8.490472557856869e-09,81.66015832555047,Construction,0.1,Chemicals & Fertilizers,73494142492.99542,816.6015832555047,0.09999999987754127,1.1111110959927486,102.0,79.0
Prism Johnson Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,67256894692.58392,1.0348381428867015e-08,37.36494149587996,Other business activities,0.05,Chemicals & Fertilizers,67256894692.58392,747.2988299175992,0.049999999933092364,0.5555555472953534,174.0,178.0
Procter  Gamble Health Limited,Other Business Services,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,9341706924.31562,5.780528166586224e-08,5.189837180175346,Other business activities,0.05,Chemicals & Fertilizers,9341706924.31562,103.7967436035069,0.04999999951828933,0.5555554960851077,375.0,350.0
Punjab  Sind Bank,Financial Services,Pune,Maharashtra,0.42,0.01,0.0042,Tier 2,75%,130487145182.98294,3.218707861307191e-11,7.249285843499052,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,130487145182.98294,1449.8571686998105,0.004999999996551384,0.05555555512980055,357.0,460.0
Quess Corp Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,137919891008.17438,4.4373584950391774e-09,76.62216167120799,Other business activities,0.05,Chemicals & Fertilizers,137919891008.17438,1532.4432334241596,0.049999999967372366,0.5555555515274524,106.0,131.0
R R Kabel Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,7601.579999997614,0.0868240549991195,4.223099999998675e-06,Other business activities,0.05,Chemicals & Fertilizers,7601.579999997614,8.44619999999735e-05,0.049414944653764066,0.4909679384484997,466.0,410.0
RAJESH EXPORTS LIMITED,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,,,,Other business activities,0.05,Chemicals & Fertilizers,,,,,,
RATTANINDIA ENTERPRISES LIMITED,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,68663456.40413548,8.388741699948978e-06,0.03814636466896416,Other business activities,0.05,Chemicals & Fertilizers,68663456.40413548,0.7629272933792831,0.04999993446304137,0.5555474646802373,411.0,371.0
RBL Bank Limited,Financial Services,Chennai,Tamil Nadu,0.52,0.01,0.0052,Tier 2,75%,102698105081.826,5.063384563772462e-11,5.705450282323667,"Financial intermediation, except insurance and pension funding",0.005,Financial Services,102698105081.826,1141.0900564647334,0.004999999995618224,0.05555555501459567,372.0,462.0
REC Limited,Other Business Services,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,563171521035.5988,1.235857947362372e-09,312.8730672419993,Other business activities,0.05,Chemicals & Fertilizers,563171521035.5988,6257.461344839986,0.04999999999200954,0.5555555545690789,40.0,97.0
RELIANCE POWER LIMITED,Power,Hyderabad,Telangana,0.45,2.0,0.9,Tier 2,75%,75828899967.97752,1.1868825742956436e-08,101.10519995730336,Production of electricity by coal,0.12,Oil & Gas,75828899967.97752,842.543332977528,0.11999999985757408,1.333333315749888,87.0,56.0
RHI Magnesita India Ltd,Other Business Services,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,28918554153.71944,1.7428257212339806e-08,16.065863418733024,Other business activities,0.05,Chemicals & Fertilizers,28918554153.71944,321.31726837466044,0.04999999984439057,0.5555555363445144,262.0,253.0
RITES Limited,Other Business Services,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,2095.309999998036,0.2920808854062519,1.16406111111002e-06,Other business activities,0.05,Chemicals & Fertilizers,2095.309999998036,2.3281222222200398e-05,0.04794079558506388,0.3760725455966473,478.0,420.0
Radico Khaitan Limited,Other Business Services,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,170985131541.13013,3.859984748681135e-09,94.9917397450723,Other business activities,0.05,Chemicals & Fertilizers,170985131541.13013,1899.8347949014458,0.04999999997368192,0.5555555523064102,93.0,126.0
Rail Vikas Nigam Limited,Other Business Services,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,198554026845.6376,3.747090964709621e-09,110.3077926920209,Other business activities,0.05,Chemicals & Fertilizers,198554026845.6376,2206.155853840418,0.049999999977336146,0.5555555527575486,81.0,118.0
Railtel Corporation of India Limited,Other Business Services,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,34774912989.78332,1.6563664736392747e-08,19.319396105435178,Other business activities,0.05,Chemicals & Fertilizers,34774912989.78332,386.38792210870355,0.04999999987059637,0.5555555395797992,245.0,239.0
Ramkrishna Forgings Limited,Other Business Services,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,36342959991.206856,1.7169762731240828e-08,20.190533328448254,Other business activities,0.05,Chemicals & Fertilizers,36342959991.206856,403.8106665689651,0.0499999998761796,0.5555555402690864,241.0,235.0
