Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document,NC_Climate_Cr,NC_Water_Cr,NC_Land_Cr,NC_Biodiversity_Cr,NC_Pollution_Cr,NC_Energy_Depletion_Cr,TAESC_Cr,NIR,NII_Score,NII_Rank,NII_Sector_Rank,NII_Rating,NII_Percentile
EICHER MOTORS LIMITED,Manufacturing - Automobiles,Bangalore,Karnataka,6172.0,0.48,0.0374641669027132,0.005225,0.0010874939594401,0.005225,0.00631249395944,32.2487,Tier 2,75%,17446.14,12071.19,2450000.0,231818.0,8931.8,112.5,2479517.33,401736.4436163319,37559.62410887881,1447.148412184057,0.0,OK,485.0,22.0,507.0,266.2257,12.0,,22.04408532298684,0.5251,4.507453638022174,,13.640964455332464,0.0,0.0821451717433571,0.0148707928872439,123858.0,561865.0,37559.62410887881,Extremely High (4-5),4.516251633991319,45.0,0.0,92.0,412.0,12.5,0.0864006,401.7364436163318,1.447148412184057,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Sum of PM, NOx, SOx",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,1056.079219,8.200759988487983,39.070056,179.67181566161165,13.163594,13.14021,1309.3256546500998,0.21213960703987358,2.1,413,10,Poor,21.0
EIH Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,2879.506491949,0.52,0.0374641669027132,0.005225,0.007758409713027,0.005225,0.012983409713027,15.045421420433524,Tier 2,75%,44778.0,88959.0,348979.0,2959576.0,5471.34,42.1,482716.0,167638.4482374522,1027806.6773854726,1900.096428085048,0.0,OK,450.0,315.0,765.0,401.7015,0.0,MSA_PROXY_HIGH,6.8,0.5251,0.0,0.2249673202614379,13.640964455332464,0.0,0.2656705244940108,0.0078210842776012,6146.0,90000.0,1027806.6773854726,Low-Medium (1-2),1.6046131373119568,82.0,25239.0,68.0,24.0,4.2,0.0131199749999999,167.6384482374522,1.900096428085048,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,Hotels; Sum of DG and Boiler emissions (PM+NOx),GEMINI_QUICK_EXTRACTION,HIGH,,BRSR FY24,Kilolitres; total discharge across hotel chain operations,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,260.8014302,33.947803956812535,68.85612,104.71159175370573,7.4897988,2.51562,478.3223647105184,0.1661126189671359,2.4,397,123,Poor,24.0
ESAB India Limited,Manufacturing - Engineering,Kolkata,West Bengal,13.7347,0.58,0.0374641669027132,0.005225,0.0174812685467205,0.005225,0.0227062685467205,0.0717638075,Tier 2,75%,1185.0,15668.0,12400.0,66828.0,3164.73,79.45,29253.0,2129860.863360685,4865632.303581439,230418.5748505609,0.0,OK,45.0,12.0,57.0,29.9307,0.0,MSA_PROXY_HIGH,20.3,0.5251,0.0,0.624561403508772,13.640964455332464,0.0,4.150072444247053,0.0536544167809942,14577.0,71654.0,4865632.303581439,Extremely High (4-5),4.957509669815912,12.0,4500.0,78.0,84.0,1.4,0.0064946749999999,2129.860863360685,230.418574850561,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Chemicals & Fertilizers sector median: 79.45 tonnes.",PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,16.7700274,3.1168934595743134,4.674456,0.4893184932012028,4.5778056,1.71231,31.340810952775517,2.2818708055345596,0.3,507,13,Critical,3.0
Easy Trip Planners Limited,Chemicals & Fertilizers,Hyderabad,Telangana,481.525,0.45,0.0374641669027132,0.005225,0.0276828819478176,0.005225,0.0329078819478176,2.515968125,Tier 2,75%,0.0,329.35,5400.0,14832.0,5.4,0.0,5729.35,11898.343803540834,30802.13903743316,11.214371008774208,,OK,0.0,8.0,8.0,4.2008,0.0,,0.0,0.5251,0.0,,101.9533924897166,0.0,0.0166138829759617,0.0037924588752869,0.0,500.0,30802.13903743316,Extremely High (4-5),4.4071174119847285,0.0,0.0,95.0,0.8,8.4,0.003182025,11.898343803540834,0.0112143710087742,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Service Sector - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_LEASED_MODEL,,"Zero land owned - operates on leased model (Leased: 8.0 ha, Total: 8.0 ha)",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No renewable energy data disclosed after multiple Gemini attempts - retained as zero per user directive,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_SERVICE,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,2.5749475,0.6624572890910175,0.720064,17.075844744722644,0.13807,0.015,21.18638353381366,0.04399851208932799,7.0,155,14,Good,70.0
Electronics Mart India Limited,Retail,Pune,Maharashtra,6964.826487,0.42,0.0374641669027132,0.005225,0.0025035720125918,0.005225,0.0077285720125917,36.391218394575,Tier 2,75%,1496.22,25061.94,104536.30834719338,81878.63,1851.35,0.0,131094.46834719338,18822.35955079197,11756.018639204904,265.81423147519683,,OK,15.0,450.0,465.0,244.1715,0.0,,15.47,0.5251,0.0,,13.640964455332464,0.0,0.0667640465800451,0.0085750636953304,28849.87,186443.64,11756.018639204904,Extremely High (4-5),4.995278852201768,0.0,0.0,92.0,415.0,112.0,0.032839125,18.822359550791976,0.2658142314751968,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Retail - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No water recycling data disclosed after multiple Gemini attempts - retained as zero per user directive,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,61.411262241557196,4.090452449976279,38.13372,77.25875561545267,6.999458,4.7278131000000005,192.62146140698616,0.02765631875632771,7.8,113,1,Good,78.0
Elgi Equipments Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2080.9,0.51,0.0374641669027132,0.005225,0.0054311327800977,0.005225,0.0106561327800977,10.8727025,Tier 2,75%,1455.71,7340.35,54000.0,47822.0,3560.79969,79.45,62796.06,30177.355951751644,22981.40227786054,1711.1825123744534,0.0,OK,85.0,12.0,97.0,50.9347,0.0,,14.2,0.5251,0.0,,13.640964455332464,0.0,0.0466144456725455,0.0229679676513539,26326.8,185400.0,22981.40227786054,High (3-4),3.22877333806354,18.5,0.0,84.0,42.0,2.8,0.0183815499999999,30.177355951751643,1.7111825123744533,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Chemicals & Fertilizers sector median: 79.45 tonnes.",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,25.32451716,1.4781065853439537,8.730776,82.73101708039732,4.5323626404,4.772196,127.56897546614127,0.06130471212751274,5.9,213,40,Average,59.0
Emami Limited,FMCG & Consumer Goods,Mumbai,Maharashtra,3175.43,0.55,0.0144770016599194,0.003465,0.0022253635866281,0.003465,0.0056903635866281,11.00286495,Tier 2,75%,1794.0,14548.0,178152.0,192057.0,15411.0,82.4,194494.0,61249.65752669718,60482.20241038222,4853.200983803768,0.0,OK,115.0,15.0,130.0,68.25,0.0,MSA_PROXY_HIGH,6.2,0.525,0.0,0.5253846153846153,13.640964455332464,0.0,0.0409393373495873,0.0074676130715497,9002.4,145200.0,60482.20241038222,Low-Medium (1-2),1.2387094847897109,14.0,12450.0,72.0,28450.0,1.4,0.01239777,61.24965752669718,4.853200983803768,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Sum of PM, NOx, SOx",PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,87.86063487999999,2.884311716344555,9.1,72.32983603561075,247.3718,4.085928,423.6325106319553,0.13340949434626345,3.0,365,12,Poor,30.0
Endurance Technologies Limited,Manufacturing - Automobiles,Delhi,Delhi,8846.1468645,0.62,0.0009696637386769,0.000396,5.889415340710011e-05,0.000396,0.0004548941534071,3.503074158342,Tier 2,75%,53761.0,129279.0,10546.62,954516.0,33230.25363,0.0,193586.62,21883.72214086476,107901.89385511076,3756.466418543712,0.0,OK,315.0,45.0,360.0,81.07199999999999,0.0,,10.0,0.2251999999999999,0.0,,13.640964455332464,0.0,0.0406956842921856,0.0148833269502923,84560.0,845600.0,107901.89385511076,Extremely High (4-5),4.990557704403536,22.0,0.0,95.0,145.0,4.2,0.0040423679999999,21.883722140864755,3.7564664185437113,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,143.6785855,42.40376929398933,19.44576,236.17795796099333,36.1147663115,22.8312,500.65203906648264,0.05659549256135715,6.1,203,3,Good,61.0
Engineers India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3232.165,0.48,0.0374641669027132,0.005225,0.0055639851835712,0.005225,0.0107889851835712,16.888062124999998,Tier 2,75%,279.0,6213.0,84500.0,102533.0,154.0,0.0,90992.0,28152.02812975204,31722.69980028866,47.646082424628695,0.0,OK,15.0,12.0,27.0,14.1777,0.0,,10.0,0.5251,0.0,,101.9533924897166,0.0,0.0083535339315907,0.0047823895229987,4520.0,45200.0,31722.69980028866,Extremely High (4-5),4.525693929587782,0.0,0.0,98.0,1.2,12.5,0.0168872,28.15202812975204,0.0476460824246286,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No water recycling data disclosed after multiple Gemini attempts - retained as zero per user directive,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,40.554724,4.688961781141817,2.430216,115.33578479780311,0.35418,1.2204,164.58426657894495,0.05092075020271086,6.5,182,25,Good,65.0
Equitas Small Finance Bank Limited,Banking & Financial Services,Chennai,Tamil Nadu,7223.0,0.52,0.0011797441546504,0.000297,0.0001021083489377,0.000297,0.0003991083489377,2.145231,Tier 2,75%,1365.43,16738.3,249.99,343305.0,15.25,0.0,18353.72,2541.01066039042,47529.41990862522,2.111311089574969,,OK,0.0,15.0,15.0,3.375,0.0,,0.5,0.225,0.0,,13.640964455332464,0.0,0.0020766994323688,0.0633382280852768,192.5,38500.0,47529.41990862522,Extremely High (4-5),4.948067374219448,0.0,124500.0,92.0,2.8,45.2,0.001784376,2.54101066039042,0.0021113110895749,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,,,Pre-existing zero - LEGITIMATE_OTHER,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,CALCULATED_FROM_PCT,MEDIUM,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,15.45710975,17.00479142915767,0.45,1.0726155,0.71687,1.149225,35.85061167915767,0.004963396328278786,8.6,71,53,Excellent,86.0
