Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document,NC_Climate_Cr,NC_Water_Cr,NC_Land_Cr,NC_Biodiversity_Cr,NC_Pollution_Cr,NC_Energy_Depletion_Cr,TAESC_Cr,NIR,NII_Score,NII_Rank,NII_Sector_Rank,NII_Rating,NII_Percentile
Eris Lifesciences Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,1663.6297121,0.58,0.0144770016599194,0.003465,0.0041732907369548,0.003465,0.0076382907369548,5.7644769524265005,Tier 2,75%,342.74,1666.89,8900.0,19124.98,116.18,0.0,10909.63,6557.727311944179,11495.935580435464,69.83525189228916,0.0,OK,115.0,15.0,130.0,68.25,0.0,,0.0,0.525,0.0,,13.640964455332464,0.0,0.0781423889309484,0.0118317689141858,0.0,125400.0,11495.935580435464,Extremely High (4-5),4.367918278302652,100.0,0.0,78.0,84.0,1.4,0.00697158,6.557727311944178,0.0698352518922891,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_OTHER,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,5.4906855,0.42372602371377693,9.62,31.704886288795404,0.8347396,3.762,51.83603741250918,0.0311583984317499,7.7,119,7,Good,77.0
Escorts Kubota Limited,Chemicals & Fertilizers,Hyderabad,Telangana,11099.751105703,0.45,0.0374641669027132,0.005225,0.0019221155063528,0.005225,0.0071471155063528,57.996199527298174,Tier 2,75%,11639.29,42962.51,24610.56,514586.01,17185.89,142.1,79212.36,7136.408667695356,46360.139529219545,1548.3130960630251,0.0,OK,450.0,45.0,495.0,259.9245,12.0,,11.0,0.5251,4.616725241368166,,101.9533924897166,0.0,0.0445955945575816,0.0046869731926829,46816.0,425600.0,46360.139529219545,Extremely High (4-5),5.0,22.5,0.0,91.0,145.0,14.2,0.045828475,7.136408667695355,1.5483130960630251,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Sum of PM, NOx, SOx",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,47.7980772,22.83475419375,44.07396,395.8435639827907,20.1482501,11.36352,542.0621254765407,0.04883552075307632,6.6,176,22,Good,66.0
Eureka Forbes Limited,Chemicals & Fertilizers,Pune,Maharashtra,2590.34,0.42,0.0374641669027132,0.005225,0.005372123625517,0.005225,0.010597123625517,13.5345265,Tier 2,75%,109.0,762.0,12400.0,19111.0,1018.67,0.0,13271.0,5123.265671687886,7377.795965008454,393.2572558042573,0.0,OK,45.0,85.0,130.0,68.263,0.0,MSA_PROXY_HIGH,5.0,0.5251,0.0,0.5253846153846153,5.972208838233445,0.0,0.0501864620088482,0.1166838827272668,2500.0,50000.0,7377.795965008454,Medium-High (2-3),2.097318207306509,0.0,0.0,82.0,1240.0,45.8,0.0153040249999999,5.123265671687887,0.3932572558042573,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No water recycling data disclosed after multiple Gemini attempts - retained as zero per user directive,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,5.52585,0.4562916343385123,11.70104,157.36235129755966,11.8090306,1.425,188.2795635318982,0.07268527047873954,5.2,250,59,Average,52.0
Exide Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,17344.1401336,0.51,0.0374641669027132,0.005225,0.001172983309005,0.005225,0.006397983309005,90.62313219806,Tier 2,75%,35896.0,350643.0,869455.0,2348994.0,63321.32,1.2,1255994.0,72416.04313187144,135434.44540380544,3650.876867474712,1.2,OK,620.0,45.0,665.0,349.1915,0.0,,5.4,0.5251,0.0,,13.640964455332464,0.0,0.0383414798818262,0.0147304445079219,186300.0,3450000.0,135434.44540380544,Low-Medium (1-2),1.907275936722211,28.4,0.0,99.5,1845.0,22.4,0.0851100249999999,72.41604313187143,3.650876867474712,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,661.971585,44.67313214822488,59.85532,657.5531145799681,78.7342866,97.911,1600.6984383281929,0.09229044657147538,4.3,297,84,Average,43.0
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,5054.9261423,0.55,0.0374641669027132,0.005225,0.005086584804527,0.005225,0.010311584804527,26.41198909351749,Tier 2,75%,234928.79,111094.0,456000.0,8445168.0,297.131,420.0,802022.79,158661.62381456245,1670680.789839876,58.780482965633375,0.0,OK,1450.0,115.0,1565.0,821.7815,42.0,,5.0,0.5251,5.110847591482651,,101.9533924897166,0.0,0.3095989844251062,0.0070794547904965,60000.0,1200000.0,1670680.789839876,Extremely High (4-5),4.021146614459034,12.5,1250000.0,45.0,1250.0,2.8,0.0211659991475719,158.66162381456246,0.0587804829656333,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,476.2913715,326.11797038028743,139.18252,182.97972222535017,10.62855305,34.2,1169.4001371556376,0.23133871875397147,2.1,413,129,Poor,21.0
FINE ORGANIC INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,2205.19441,0.62,0.0374641669027132,0.005225,0.0107885664095133,0.005225,0.0160135664095132,11.52214079225,Tier 2,75%,25520.72,22990.95,34069.79,169850.61,1130.763,0.5,82581.45999999999,37448.60753569568,77022.9641567067,512.772477053395,0.5,OK,115.0,12.0,127.0,66.6877,0.0,,0.0,0.5251,0.0,,5.972208838233445,0.0,0.0575912941843526,0.1166838827272668,0.0,340662.1,77022.9641567067,Medium-High (2-3),2.097318207306509,100.0,0.0,62.0,84.2,0.8,0.0112494249999999,37.44860753569568,0.512772477053395,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No renewable energy data disclosed after multiple Gemini attempts - retained as zero per user directive,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,55.71458025,2.0276650209380267,11.431016,133.96487620383223,2.24620294,10.219863,215.60420341477024,0.09777106382868539,4.1,308,91,Average,41.0
Finolex Cables Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5318.89,0.48,0.0374641669027132,0.005225,0.0035893812601401,0.005225,0.0088143812601401,27.79120025,Tier 2,75%,6145.0,55108.0,12400.0,285437.0,2277.18,79.45,73653.0,13847.43809328638,53664.76840092575,428.13068140157054,0.0,OK,215.0,15.0,230.0,120.773,0.0,,16.5,0.5251,0.0,,5.972208838233445,0.0,0.0432421050256726,0.1099982108729224,70224.0,425600.0,53664.76840092575,Medium-High (2-3),2.278735819349852,14.0,4200.0,95.0,145.0,2.1,0.0261772499999999,13.84743809328638,0.4281306814015705,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Chemicals & Fertilizers sector median: 79.45 tonnes.",PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,43.7256388,6.771427319487183,20.70184,315.1553981028927,3.606374,10.66128,400.6219582223799,0.07532059475235996,5.1,255,62,Average,51.0
Finolex Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4566.836077,0.52,0.0374641669027132,0.005225,0.0045137550485196,0.005225,0.0097387550485196,23.861718502325,Tier 2,75%,353473.99,54106.07,25832.0,3203286.28,17567.387,115.0,433412.06,94904.2296882074,701423.5295487704,3846.730362947512,0.0,OK,450.0,45.0,495.0,259.9245,0.0,,5.4,0.5251,0.0,,13.640964455332464,0.0,0.1083901396183176,0.0208394643715537,124560.0,1245600.0,701423.5295487704,Extremely High (4-5),4.632364690764643,100.0,0.0,98.5,184.0,4.5,0.0225510999999999,94.9042296882074,3.846730362947512,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,333.281923,74.7827718604727,44.55396,179.38778728385282,19.404897805000004,33.6312,685.0425399493256,0.1500037506052411,2.6,386,118,Poor,26.0
Firstsource Solutions Limited,Information Technology,Kolkata,West Bengal,2346.843,0.58,0.0009696637386769,0.000396,8.636439932933078e-05,0.000396,0.0004823643993293,0.929349828,Tier 2,75%,124.0,16867.06,26655.0,178673.0,379.34,0.0,43646.06,18597.775820538485,76133.3416849785,161.6384223401395,0.0,OK,0.0,28.0,28.0,6.305599999999999,0.0,,10.0,0.2251999999999999,0.0,,5.972208838233445,0.0,0.0119309216679598,0.1099982108729224,18540.0,185400.0,76133.3416849785,Medium-High (2-3),2.278735819349852,38.0,0.0,92.0,1.2,112.0,0.0025787519999999,18.597775820538484,0.1616384223401395,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,22.177724,3.6917386892195747,1.064448,7.110887263435988,2.0992872,5.0058,41.14988515265556,0.01753414487149569,8.0,103,34,Excellent,80.0
Five-Star Business Finance Limited,Banking & Financial Services,Hyderabad,Telangana,2866.0239,0.45,0.0011797441546504,0.000297,0.0002418609884249,0.000297,0.0005388609884249,0.8512090983,Tier 2,75%,1.11,3646.79,450.0,15221.0,3.2,0.0,4097.9,1429.8205957040343,0.0,0.0,,OK,0.0,15.0,15.0,3.375,0.0,,0.0,0.225,0.0,,13.640964455332464,0.0,0.0052337316517144,0.0633382280852768,0.0,4250.0,0.0,Extremely High (4-5),4.948067374219448,0.0,0.0,95.0,0.4,8.4,0.000651915,1.4298205957040342,0.0011165294190324,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,GEMINI_32_NAN_EXTRACTION,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services; No renewable energy source reported.,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_SERVICE,,,LEGITIMATE_SERVICE,LEGITIMATE_SERVICE,LEGITIMATE_SERVICE,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,,,,,,,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,,,,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,3.291965,0.7539358015269481,0.45,0.42560454915,0.13256,0.1275,5.181565350676948,0.0018079281720843109,9.3,35,30,Excellent,93.0
