Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document
Mrs. Bectors Food Specialities,Pharmaceuticals & Healthcare,Unknown,Unknown,1962.57,0.48,0.0144770016599194,0.003465,0.0035399698404285,0.003465,0.0070049698404285,6.80030505,Tier 3,LOW,8450.0,15420.0,4200.0,425000.0,1240.0,12.4,28070.0,14302.674554283416,216552.785378356,631.8245973392031,,PARTIAL ENV DATA,45.0,12.0,57.0,29.925,0.0,,12.4,0.525,0.0,,101.9533924897166,0.0,0.0290435500389795,0.009713133057756,22878.0,184500.0,216.552785378356,Extremely High (4-5),5.0,18.5,12450.0,78.0,8450.0,0.8,0.006801795,14.302674554283415,0.6318245973392032,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,Food processing; Sum of PM and NOx from boilers,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Bikaji Foods,Pharmaceuticals & Healthcare,Unknown,Unknown,2810.79,0.55,0.0144770016599194,0.003465,0.0034187852782119,0.003465,0.0068837852782119,9.73938735,Tier 3,LOW,11854.0,20245.0,1450.0,160000.0,2450.0,12.5,33549.0,11935.790293831984,56923.49837590144,871.6410688809908,,MISSING ALL ENV DATA,115.0,22.0,137.0,71.925,0.0,MSA_PROXY_HIGH,17.6904,0.525,0.0,0.5248175182481752,101.9533924897166,0.0,0.0487407454843656,0.009713133057756,7960.68,45000.0,56.92349837590144,Extremely High (4-5),5.0,32.0,0.0,0.0,0.0,0.35,0.008069985,11.935790293831984,0.8716410688809908,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,GEMINI_32_NAN_EXTRACTION,HIGH,LEGITIMATE_ZLD,BRSR FY24,Food Processing; 100% Zero Liquid Discharge (ZLD) verified for operational units.,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,Annual Report FY24,Duplicate entry; data validated.,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,LEGITIMATE_SERVICE,LEGITIMATE_NO_RECYCLING_PROGRAM,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Varun Beverages (PepsiCo franchise),FMCG & Consumer Goods,Unknown,Unknown,16042.0,0.55,0.0144770016599194,0.003465,0.0004963440289836,0.003465,0.0039613440289836,55.585530000000006,Tier 3,LOW,124500.0,352883.0,540000.0,14250000.0,154200.0,12.5,1017383.0,63419.9601047251,888293.2302705399,9612.26779703279,,PARTIAL ENV DATA,115.0,450.0,565.0,296.625,0.0,,15.0,0.525,0.0,,101.9533924897166,0.0,0.0352200473756389,0.009713133057756,425600.0,4256000.0,888.2932302705399,Extremely High (4-5),5.0,22.5,412000.0,95.0,124500.0,5.4,0.05558553,63.4199601047251,9.61226779703279,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,INCLUDES_EPR: High plastic includes EPR obligations for beverage packaging.,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Heritage Foods,Pharmaceuticals & Healthcare,Unknown,Unknown,4331.67,0.48,0.0144770016599194,0.003465,0.0016040999069162,0.003465,0.0050690999069162,15.00923655,Tier 3,LOW,4821.0,18452.0,26295.361049510528,790232.0,736.21,12.5,49568.36104951053,11443.244995466071,182431.25630530488,9.811458398262102,,OK,45.0,22.0,67.0,35.175000000000004,0.0,MSA_PROXY_HIGH,28.55,0.525,0.0,0.5253731343283583,101.9533924897166,0.0,0.0154674755925543,0.009713133057756,355447.0,1245000.0,182.43125630530488,Extremely High (4-5),5.0,14.0,45000.0,92.0,4540.55,1.2,0.01501038,11.443244995466074,0.1699598538208127,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,"INCLUDES_EPR: 4,541 MT includes EPR collection (4,067 MT). Internal plastic is 474 MT.",,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Vardhman Textiles,Textiles & Apparel,Unknown,Unknown,9839.63,0.52,0.04,0.006,0.0021871713985278,0.006,0.0081871713985278,59.03778,Tier 3,LOW,425100.0,542100.0,112000.0,5425000.0,14250.0,482.4,1079200.0,109678.9208537313,551341.8695621685,1448.2251873291984,,PARTIAL ENV DATA,850.0,22.0,872.0,414.2,0.0,MSA_PROXY_HIGH,14.46,0.475,0.0,0.475,101.9533924897166,0.0,0.0886212184807762,0.009713133057756,1800270.0,12450000.0,551.3418695621685,Extremely High (4-5),5.0,82.0,0.0,94.0,124.0,2.8,0.05706,109.6789208537313,1.4482251873291985,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Textiles; PM: 84.2t, NOx: 284.1t, SOx: 114.1t",GEMINI_QUICK_EXTRACTION,HIGH,LEGITIMATE_ZLD,BRSR FY24,Textiles; major spinning clusters operate with ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Himadri Speciality Chemical Limited,Chemicals & Fertilizers,Unknown,Unknown,4595.803474847,0.52,0.0374641669027132,0.005225,0.0042387656199762,0.005225,0.0094637656199762,24.01307315607557,Tier 3,LOW,425100.0,32400.0,234000.0,1245000.0,18450.0,164.2,691500.0,150463.35287933977,270899.3121254924,4014.5319748717534,,PARTIAL ENV DATA,185.0,12.0,197.0,103.4447,0.0,,18.4,0.5251,0.0,,13.640964455332464,0.0,0.0428651923604192,0.0137362511739239,72352.18744,393218.41,270.8993121254924,Medium-High (2-3),2.349093660047609,100.0,0.0,42.0,45.2,1.4,0.0240141,150.46335287933977,4.014531974871755,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Chemicals; Sum of PM, NOx, SOx",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,,,Pre-existing zero - LEGITIMATE_SERVICE,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,CALCULATED_FROM_PCT,MEDIUM,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
SARDA ENERGY & MINERALS LIMITED,Metals & Mining,Unknown,Unknown,3889.0,0.51,0.0840934065650114,0.0096249999999999,0.011027934519968,0.0096249999999999,0.0206529345199679,37.431624999999606,Tier 3,LOW,2450000.0,12500.0,124000.0,11245000.0,452100.0,1842.0,2586500.0,665080.9976857804,2891488.814605297,116250.96425816404,,MISSING ALL ENV DATA,195.0,22.0,217.0,157.325,12.4,,0.01,0.725,7.881773399014779,,101.9533924897166,18.5,0.0557984057598354,0.009713133057756,36000.0,4500000.0,2891.488814605297,Extremely High (4-5),5.0,62.0,0.0,92.68,1.29,2.07,0.0374316249999996,665.0809976857804,116.25096425816405,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Steel/Power; PM: 412t, NOx: 1040t, SOx: 390t",GEMINI_QUICK_EXTRACTION,HIGH,LEGITIMATE_VERIFIED,BRSR FY24,Metals/Power; explicitly reported zero liquid discharge,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Tata Power,Energy & Power,Unknown,Unknown,15545.0,0.51,0.1562256571307733,0.0054449999999999,0.001294645691344,0.0054449999999999,0.0067396456913438,84.64252499999844,Tier 3,LOW,42500000.0,16721.004999999997,26464000.0,466756.0,8968.31,42150.0,68980721.005,4437486.073013831,30026.11772274043,576.9256995818591,,MISSING ALL ENV DATA,3450.0,1120.0,4570.0,2399.25,145.0,MSA_PROXY_MED,6.4,0.525,6.043555277690945,0.4932822757111598,101.9533924897166,0.0,0.2939852042457381,0.009713133057756,796800.0,12450000.0,30.02611772274043,Extremely High (4-5),5.0,14.5,1245000.0,99.5,84.2,45.8,0.3350961899999938,4437.486073013831,0.5769256995818591,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Power; Massive load of NOx, SOx, PM from thermal plants",PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
JSW Energy,Energy & Power,Unknown,Unknown,15949.06,0.51,0.1562256571307733,0.0054449999999999,0.0069367129668025,0.0054449999999999,0.0123817129668024,86.84263169999839,Tier 3,LOW,6988.45,16721.004999999997,124000.0,466756.0,8968.31,57431.0,147709.455,9261.326686337628,29265.42379300097,562.3096282790334,,MISSING ALL ENV DATA,3450.0,120.0,3570.0,1874.25,0.0,,5.43,0.525,0.0,,101.9533924897166,0.0,0.2238376430962075,0.009713133057756,175090.35,3224500.0,29.265423793000966,Medium-High (2-3),2.483705850663034,14.25,63000.0,100.0,0.0,6.02,0.0625412699999988,9.261326686337627,0.5623096282790334,GEMINI_G6.1_405_HAP,HIGH,,Annual Report FY24,NOx 45000t + SOx 10431t + PM 2000t from thermal power,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,LEGITIMATE_SERVICE,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Prism Johnson (Cement),Cement Manufacturing,Unknown,Unknown,7654.0,0.4649999999999999,0.0777832037429109,0.0033,0.0047255277946764,0.0033,0.0080255277946764,25.2582,Tier 3,LOW,3828849.0,159751.0,493765.2346507578,2130043.0,24260.5,2450.0,4482365.234650758,585623.8874641701,278291.4815782597,3169.649856284296,,MISSING ALL ENV DATA,1450.0,220.0,1670.0,790.411,85.0,,18.5,0.4732999999999999,10.75389892094113,,101.9533924897166,150.0,0.2181865691141886,0.009713133057756,2312500.0,12500000.0,278.2914815782597,Extremely High (4-5),4.993705136269024,14.8,0.0,100.0,76.0,0.07,0.0252581999999999,585.6238874641701,3.169649856284296,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Cement; Sum of PM, NOx, SOx load",GEMINI_32_NAN_EXTRACTION,HIGH,LEGITIMATE_ZLD,BRSR FY24,Cement Industrial; All cement plants operate on Zero Liquid Discharge (ZLD).,TIER2_SECTOR_MEDIAN,MEDIUM,,,Imputed using sector median,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
Mangalam Cement,Cement Manufacturing,Unknown,Unknown,1787.89,0.4649999999999999,0.0777832037429109,0.0033,0.0207749510284052,0.0033,0.0240749510284052,5.900037,Tier 3,LOW,1124500.0,84500.0,124000.0,485000.0,12450.0,842.0,1333000.0,745571.5955679601,271269.4852591602,6963.515652528959,,OK,850.0,215.0,1065.0,504.0645,84.0,,12.6,0.4733,16.66453400308889,,101.9533924897166,92.0,0.5956742305175374,0.009713133057756,1064700.0,8450000.0,271.2694852591602,Extremely High (4-5),5.0,12.5,0.0,98.5,1450.0,1.2,0.0057453,745.57159556796,6.963515652528958,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Cement; Sum of PM, NOx, SOx load",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state
