Company_Name,Indicator_ID,Indicator_Name,Value,Unit,Dimension,Data_Source,XBRL_Tag,Data_Tier,Confidence,FY_Year,Verification,Calculation_Method,Tolerance,Within_Tolerance
Astral Limited,1.2_scope2_emissions,Scope 2 GHG Emissions,88414.34,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,1.4_total_energy_renewable,Total Energy from Renewable Sources,85738.9,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,502647.85,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,1.4_total_energy,Total Energy Consumption,588386.75,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,1.4_energy_intensity,Energy Intensity,1.111e-05,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,2.1_water_withdrawal,Total Water Withdrawal,132144.59,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,2.2_water_discharged,Total Water Discharged,0.0,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,2.3_water_intensity,Water Intensity,2.4952e-06,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.1_hazardous_air_pollutants,Hazardous Air Pollutants,0.0,tonnes,5. Pollution,BRSR_XBRL,HazardousAirPollutants,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_total_waste_generated,Total Waste Generated,6420.01,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_total_waste_recovered,Total Waste Recovered,453.88,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_total_waste_disposed,Total Waste Disposed,5918.25,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_waste_recycled,Waste Recycled,453.88,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_waste_reused,Waste Reused,0.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_plastic_waste,Plastic Waste Generated,1306.63,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_e_waste,E-Waste Generated,0.0,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_battery_waste,Battery Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_biomedical_waste,Biomedical Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Astral Limited,5.3_waste_intensity,Waste Intensity,1.212e-07,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.1_scope1_emissions,Scope 1 GHG Emissions,312.04,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope1Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.2_scope2_emissions,Scope 2 GHG Emissions,1233.65,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.4_total_energy_renewable,Total Energy from Renewable Sources,12301.2,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,10626.34,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.4_total_energy,Total Energy Consumption,22927.54,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,1.4_energy_intensity,Energy Intensity,1.3359e-06,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,2.1_water_withdrawal,Total Water Withdrawal,22534.27,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,2.2_water_discharged,Total Water Discharged,384.03,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,2.3_water_intensity,Water Intensity,1.2906e-06,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.1_hazardous_air_pollutants,Hazardous Air Pollutants,0.0,tonnes,5. Pollution,BRSR_XBRL,HazardousAirPollutants,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_total_waste_generated,Total Waste Generated,26.2669,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_total_waste_recovered,Total Waste Recovered,6.09,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_total_waste_disposed,Total Waste Disposed,20.282,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_waste_recycled,Waste Recycled,6.09,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_waste_reused,Waste Reused,0.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_plastic_waste,Plastic Waste Generated,0.1,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_e_waste,E-Waste Generated,0.58,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_battery_waste,Battery Waste,0.04,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_biomedical_waste,Biomedical Waste,0.0069,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AstraZeneca Pharma India Limited,5.3_waste_intensity,Waste Intensity,1.5e-09,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.1_scope1_emissions,Scope 1 GHG Emissions,656894.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope1Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.2_scope2_emissions,Scope 2 GHG Emissions,144301.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.4_total_energy_renewable,Total Energy from Renewable Sources,182172.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,7628346.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.4_total_energy,Total Energy Consumption,7810518.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,1.4_energy_intensity,Energy Intensity,0.0001539115,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,2.1_water_withdrawal,Total Water Withdrawal,4570869.0,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,2.2_water_discharged,Total Water Discharged,3690111.0,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,2.3_water_intensity,Water Intensity,9.00721e-05,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.1_hazardous_air_pollutants,Hazardous Air Pollutants,10.49,tonnes,5. Pollution,BRSR_XBRL,HazardousAirPollutants,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_total_waste_generated,Total Waste Generated,203008.948,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_total_waste_recovered,Total Waste Recovered,186146.56,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_total_waste_disposed,Total Waste Disposed,16861.93,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_waste_recycled,Waste Recycled,186082.93,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_waste_reused,Waste Reused,63.63,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_plastic_waste,Plastic Waste Generated,1792.63,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_e_waste,E-Waste Generated,1.12,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_battery_waste,Battery Waste,8.39,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_biomedical_waste,Biomedical Waste,0.058,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Atul Limited,5.3_waste_intensity,Waste Intensity,4.0004e-06,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.1_scope1_emissions,Scope 1 GHG Emissions,750616.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope1Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.2_scope2_emissions,Scope 2 GHG Emissions,474772.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.3_scope3_emissions,Scope 3 GHG Emissions,360221.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope3Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.4_total_energy_renewable,Total Energy from Renewable Sources,776616.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,9759862.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.4_total_energy,Total Energy Consumption,10536478.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,1.4_energy_intensity,Energy Intensity,3.32132e-05,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,2.1_water_withdrawal,Total Water Withdrawal,5543209.0,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,2.2_water_discharged,Total Water Discharged,828639.0,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,2.3_water_intensity,Water Intensity,1.74734e-05,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.1_hazardous_air_pollutants,Hazardous Air Pollutants,0.0,tonnes,5. Pollution,BRSR_XBRL,HazardousAirPollutants,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_total_waste_generated,Total Waste Generated,55538.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_total_waste_recovered,Total Waste Recovered,31620.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_total_waste_disposed,Total Waste Disposed,23535.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_waste_recycled,Waste Recycled,31620.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_waste_reused,Waste Reused,0.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_plastic_waste,Plastic Waste Generated,837.0,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_e_waste,E-Waste Generated,3.0,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_battery_waste,Battery Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_biomedical_waste,Biomedical Waste,354.0,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AUROBINDO PHARMA LIMITED,5.3_waste_intensity,Waste Intensity,1.751e-07,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,2.1_water_withdrawal,Total Water Withdrawal,0.0,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,2.2_water_discharged,Total Water Discharged,0.0,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,2.3_water_intensity,Water Intensity,0.0,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_total_waste_generated,Total Waste Generated,0.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_total_waste_recovered,Total Waste Recovered,0.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_total_waste_disposed,Total Waste Disposed,0.0,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_waste_recycled,Waste Recycled,0.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_waste_reused,Waste Reused,0.0,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_plastic_waste,Plastic Waste Generated,0.0,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_e_waste,E-Waste Generated,0.0,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_battery_waste,Battery Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_biomedical_waste,Biomedical Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Authum Investment  Infrastructure Limited,5.3_waste_intensity,Waste Intensity,0.0,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.1_scope1_emissions,Scope 1 GHG Emissions,316.89,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope1Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.2_scope2_emissions,Scope 2 GHG Emissions,28075.87,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.4_total_energy_renewable,Total Energy from Renewable Sources,7822.36,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,290880.28,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.4_total_energy,Total Energy Consumption,298702.64,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,1.4_energy_intensity,Energy Intensity,1.6068e-06,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,2.1_water_withdrawal,Total Water Withdrawal,566264.79,KL,2. Freshwater,BRSR_XBRL,TotalVolumeOfWaterWithdrawal,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,2.2_water_discharged,Total Water Discharged,251673.24,KL,2. Freshwater,BRSR_XBRL,TotalWaterDischargedInKilolitres,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,2.3_water_intensity,Water Intensity,3.0461e-06,KL/Rs Cr,2. Freshwater,BRSR_XBRL,WaterIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_total_waste_generated,Total Waste Generated,162.86,tonnes,5. Pollution,BRSR_XBRL,TotalWasteGenerated,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_total_waste_recovered,Total Waste Recovered,134.8,tonnes,5. Pollution,BRSR_XBRL,TotalWasteRecovered,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_total_waste_disposed,Total Waste Disposed,28.06,tonnes,5. Pollution,BRSR_XBRL,TotalWasteDisposed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_waste_recycled,Waste Recycled,70.174,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughRecycled,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_waste_reused,Waste Reused,64.29,tonnes,5. Pollution,BRSR_XBRL,WasteRecoveredThroughReUsed,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_plastic_waste,Plastic Waste Generated,3.48,tonnes,5. Pollution,BRSR_XBRL,PlasticWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_e_waste,E-Waste Generated,80.18,tonnes,5. Pollution,BRSR_XBRL,EWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_battery_waste,Battery Waste,70.51,tonnes,5. Pollution,BRSR_XBRL,BatteryWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_biomedical_waste,Biomedical Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,BioMedicalWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.2_radioactive_waste,Radioactive Waste,0.0,tonnes,5. Pollution,BRSR_XBRL,RadioactiveWaste,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
AU Small Finance Bank Limited,5.3_waste_intensity,Waste Intensity,9e-10,tonnes/Rs Cr,5. Pollution,BRSR_XBRL,WasteIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.1_scope1_emissions,Scope 1 GHG Emissions,15506.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope1Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.2_scope2_emissions,Scope 2 GHG Emissions,204890.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope2Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.3_scope3_emissions,Scope 3 GHG Emissions,40517.0,tCO2e,1. Climate & Atmosphere,BRSR_XBRL,TotalScope3Emissions,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.4_total_energy_renewable,Total Energy from Renewable Sources,172123.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.4_total_energy_non_renewable,Total Energy from Non-Renewable Sources,1108243.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.4_total_energy,Total Energy Consumption,1280366.0,GJ,1. Climate & Atmosphere,BRSR_XBRL,TotalEnergyConsumedFromRenewableAndNonRenewableSources,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
Avenue Supermarts Limited,1.4_energy_intensity,Energy Intensity,22.1555668724,GJ/Rs Cr,1. Climate & Atmosphere,BRSR_XBRL,EnergyIntensityPerRupeeOfTurnover,1,95,2025,Self-Reported,Direct Extraction,N/A (Direct),True
