Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Land_Degraded_ha,Land_Restored_ha,Total_Land_ha,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Renewable_Energy_Pct,Total_Energy_GJ,Renewable_Energy_GJ
Bandhan Bank Limited,Financial Services,Kolkata,West Bengal,24914.8287054,0.58,0.0011797441546504,0.000297,3.205225827699232e-05,0.000297,0.0003290522582769,0.006340356,Tier 2,75%,0.47,1284.25,11200.0,65195.0,0.0,,1284.72,51.56447251517936,2616.7147593460977,0.0,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,
Bharat Dynamics Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3345.0516,0.45,0.0374641669027132,0.005225,0.0071164521343271,0.005225,0.0123414521343271,0.0123780249999999,Tier 2,75%,3491.0,15317.0,0.0,580663.0,550.2217,0.0,18808.0,5622.633743527305,173588.65256368543,164.48825482991057,0.0,OK,1250.0,115.0,0.0,25.0,1365.0,0.0,0.0183150183150183,25.0,8.0,,
Bharat Forge Limited,Chemicals & Fertilizers,Pune,Maharashtra,8968.634,0.42,0.0374641669027132,0.005225,0.0010032485398584,0.005225,0.0062282485398584,0.0819488999999999,Tier 2,75%,78486.0,181232.0,517997.0,992253.0,107049.7956,0.0,777715.0,86714.9891499642,110635.9117787614,11936.020089569938,0.0,OK,850.0,115.0,0.0,25.0,965.0,0.0,0.0259067357512953,25.0,18.0,,
Bharti Airtel Limited,Information Technology,Ahmedabad,Gujarat,108943.8519731,0.51,0.0009696637386769,0.000396,3.2972523817872745e-06,0.000396,0.0003992972523817,0.059392872,Tier 2,75%,23218.0,490367.0,6575139.0,128286.0,8209.0,0.0,513585.0,4714.2173761839485,1177.542354860703,75.35074124262593,0.0,OK,42.0,1200.0,0.0,0.0,1242.0,0.0,0.0,0.0,8.5,,
Bharti Hexacom Limited,Information Technology,Mumbai,Maharashtra,8729.7,0.55,0.0009696637386769,0.000396,7.524196617837119e-05,0.000396,0.0004712419661783,0.002806848,Tier 2,75%,21448.0,129017.0,185000.0,4466.0,1280.0,0.0,150465.0,17235.98749097907,511.5868815652312,146.62588634202777,0.0,OK,5.0,850.0,0.0,0.0,855.0,0.0,0.0,0.0,5.0,250000.0,12500.0
Bikaji Foods International Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,2536.8626,0.62,0.0144770016599194,0.003465,0.0038539034045298,0.003465,0.0073189034045298,0.008069985,Tier 2,75%,28050.26,14029.44,15400.0,178070.0,4648.96,0.0,44125.24,17393.626284687238,70193.00138683112,1832.5627883827844,0.0,OK,18.5,2.4,0.0,0.0,20.9,0.0,0.0,0.0,0.0,45000.0,0.0
Biocon Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,16475.9,0.48,0.0144770016599194,0.003465,0.0004703825084113,0.003465,0.0039353825084113,0.051188445,Tier 2,75%,23898.0,23656.0,74014.0,501603.0,28549.59,0.0,121568.0,7378.534708270868,30444.649457692747,1732.809133340212,0.0,OK,315.0,12.0,0.0,0.0,327.0,0.0,0.0,0.0,10.2,,
Birla Corporation Limited,Cement Manufacturing,Chennai,Tamil Nadu,9748.3056472,0.52,0.0777832037429109,0.0033,0.004185787638033,0.0033,0.007485787638033,0.0318879,Tier 2,75%,10383044.11,479527.6,856000.0,3371325.0,31951.55,18400.0,10862571.71,1114303.5623959994,345837.0225566679,3277.651640844624,0.0,OK,5120.0,850.0,215.0,185.0,5970.0,0.0360134003350083,0.0309882747068676,-30.0,0.61,43850194.0,266234.0
Birlasoft Limited,Information Technology,Kolkata,West Bengal,2657.88455729,0.58,0.0009696637386769,0.000396,0.0001065564547996,0.000396,0.0005025564547996,0.002090088,Tier 2,75%,472.0,3721.0,25607.0,38163.0,102.1,0.0,29800.0,11211.92412900894,14358.41142736135,38.41400850912124,0.0,OK,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,10.0,15000.0,1500.0
Blue Dart Express Limited,Transportation & Logistics,Hyderabad,Telangana,5720.1833752,0.45,0.065,0.0125,0.0055523917995444,0.0125,0.0180523917995444,0.06585,Tier 2,75%,170806.0,15906.0,309989.0,87154.17,234.67,0.0,496701.0,86833.05541452739,15236.254553981453,41.02490857503236,0.0,OK,15.0,1250.0,0.0,0.0,1265.0,0.0,0.0,0.0,11.5,,
Blue Star Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,11325.747094436,0.42,0.0144770016599194,0.003465,0.0006278100874719,0.003465,0.0040928100874719,0.033558525,Tier 2,75%,2720.37,16463.5,12400.0,203967.4,7517.87,0.0,19183.87,1693.8282163676831,18009.17840556435,663.7857915521797,0.0,OK,85.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,18.0,,
Bosch limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,18087.498144869,0.51,0.0374641669027132,0.005225,0.0011422684952701,0.005225,0.0063672684952701,0.0873985749999999,Tier 2,75%,8455.06,0.0,884000.0,473149.42,7427.96,0.0,8455.06,467.4532614892625,26158.9201674208,410.6681831012178,0.0,OK,412.0,15.0,0.0,5.0,427.0,0.0,0.0117096018735363,5.0,18.0,660000.0,118800.0
Brigade Enterprises Limited,Real Estate & Construction,Mumbai,Maharashtra,5313.5442628,0.55,0.07,0.0035,0.0126519881695695,0.0035,0.0161519881695695,0.0106505,Tier 2,75%,6400.85,30756.8,446203.7,1782471.5,620739.02,0.0,483361.35,90967.78460734796,335458.1070264233,116822.02863082924,0.0,OK,1250.0,115.0,0.0,0.0,1365.0,0.0,0.0,0.0,8.2,,
Britannia Industries Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,19404.813047063,0.62,0.0144770016599194,0.003465,0.0005352579777655,0.003465,0.0040002579777655,0.058104585,Tier 2,75%,105325.0,82969.0,4018960.0,1065418.0,21901.6,,4207254.0,216814.972130679,54904.83198245786,1128.6684363761444,,OK,385.0,42.0,0.0,0.0,427.0,0.0,0.0,0.0,26.0,,
CCL Products India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1717.9971,0.48,0.0374641669027132,0.005225,0.0067782887724471,0.005225,0.0120032887724471,0.0138619249999999,Tier 2,75%,37339.07,34533.83,11200.0,1298799.0,330.094,14.0,71872.9,41835.28598505783,755996.0374787594,192.13885751029497,0.0,OK,115.0,12.0,0.0,0.0,127.0,0.0,0.0,0.0,5.0,450000.0,22500.0
CE INFO SYSTEMS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,315.61,0.52,0.0374641669027132,0.005225,0.0514020231910576,0.005225,0.0566270231910576,0.0019802749999999,Tier 2,75%,,,1200.0,42.0,0.0,,,,133.0756313171319,0.0,,PARTIAL ENV DATA,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,515.83,0.0
CEAT Limited,Chemicals & Fertilizers,Kolkata,West Bengal,13171.6537676,0.58,0.0374641669027132,0.005225,0.0018194102657266,0.005225,0.0070444102657266,0.0624021749999999,Tier 2,75%,100208.0,170128.0,1346498.0,1387402.0,32075.03,114.0,1616834.0,122751.024930304,105332.40734073726,2435.1558707760028,0.0,OK,540.0,45.0,0.0,0.0,585.0,0.0,0.0,0.0,14.0,,
CERA Sanitaryware Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1915.2512,0.45,0.0374641669027132,0.005225,0.0093452744491246,0.005225,0.0145702744491246,0.0094259,Tier 2,75%,19832.0,5943.0,12400.0,164605.0,18984.46,0.0,25775.0,13457.764704702966,85944.33983385573,9912.25589625006,0.0,OK,115.0,15.0,0.0,0.0,130.0,0.0,0.0,0.0,10.0,,
CESC Limited,Power Generation,Pune,Maharashtra,9764.86,0.42,0.1562256571307733,0.0054449999999999,0.0043447739368907,0.0054449999999999,0.0097897739368906,0.0822303899999984,Tier 2,75%,5515193.14,24567.6,145000.0,84057523.0,346.81,5800.0,5539760.739999999,567315.941037557,8608164.684388716,35.516126191261314,0.0,OK,1120.0,450.0,0.0,42.0,1570.0,0.0,0.0267515923566879,42.0,0.03,58197012.0,14099.7
CG Power and Industrial Solutions Limited,Power Generation,Ahmedabad,Gujarat,76099.0875449,0.51,0.1562256571307733,0.0054449999999999,0.0099024465742846,0.0054449999999999,0.0153474465742845,0.0438104699999991,Tier 2,75%,2181.0,31365.0,300000.0,324791.0,16933.75,0.0,333546.0,4383.048611498806,4268.001239940843,222.5223789971036,0.0,OK,450.0,45.0,0.0,0.0,495.0,0.0,0.0,0.0,14.5,,
CHENNAI PETROLEUM CORPORATION LIMITED,Oil & Gas,Mumbai,Maharashtra,710.84,0.55,0.0971185610539406,0.0154274999999999,0.0007168287157075,0.0154274999999999,0.0161443287157074,1.1495955899999926,Tier 2,75%,2414265.98,15007.0,29.8,8954332.0,27853.09,1420.0,2429302.78,3417509.960047268,12596831.91716842,39183.34646333915,0.0,OK,450.0,25.0,0.0,5.0,475.0,0.0,0.0105263157894736,5.0,0.44,20800000.0,91260.0
CITY UNION BANK LIMITED,Financial Services,Delhi,Delhi,6732.105,0.62,0.0011797441546504,0.000297,0.0001197513712971,0.000297,0.0004167513712971,0.001814076,Tier 2,75%,330.06,31663.71,450.0,93966.48,8.81,,31993.77,4752.416963193533,13957.964113750457,1.3086545738665694,,OK,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,
COAL INDIA LIMITED,Steel & Iron,Bangalore,Karnataka,14336.892,0.48,0.0840934065650114,0.0096249999999999,0.000314848484846,0.0096249999999999,0.0099398484848459,1.2339634999999871,Tier 2,75%,26676819.21,8319234.08,893653.7,5892.2,5430158705.62,0.0,35889706.99,2503311.5259569506,410.9816827803404,378754245.03581387,0.0,OK,89500.0,12400.0,18400.0,15200.0,101900.0,0.1805691854759568,0.1491658488714426,-3200.0,0.5,,
COROMANDEL INTERNATIONAL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,24064.0,0.52,0.0374641669027132,0.005225,0.0008801954904175,0.005225,0.0061051954904175,0.1156449249999999,Tier 2,75%,82938.0,164674.0,2340000.0,7319074.0,95159.7,112.0,247612.0,10289.72739361702,304150.34906914894,3954.442320478724,0.0,OK,1450.0,85.0,0.0,25.0,1535.0,0.0,0.01628664495114,25.0,15.5,,
Campus Activewear Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1592.9387161,0.58,0.0374641669027132,0.005225,0.015270004781148,0.005225,0.020495004781148,0.007435175,Tier 2,75%,591.6,14111.51,,105694.92,2739.84,0.0,14703.11,9230.179322904336,66352.15713682534,1719.9908397656154,0.0,OK,22.0,450.0,0.0,0.0,472.0,0.0,0.0,0.0,27.0,150000.0,40500.0
Can Fin Homes Limited,Chemicals & Fertilizers,Hyderabad,Telangana,5067.493681,0.45,0.0374641669027132,0.005225,0.0047949019073438,0.005225,0.0100199019073438,0.0183710999999999,Tier 2,75%,286.03,1882.84,917.41,13174.51,1.76,,3086.28,609.0347998995364,2599.807879267092,0.3473117305698718,,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
Canara Bank,Financial Services,Pune,Maharashtra,142207.87,0.42,0.0011797441546504,0.000297,3.9183929598599324e-06,0.000297,0.0003009183929598,0.037556541,Tier 2,75%,17262.96,157897.79,,965368.8,23.4,,175160.75,1231.7233216417628,6788.434423495691,0.1645478551925431,,OK,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.8,,
Caplin Point Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1921.2272064,0.51,0.0374641669027132,0.005225,0.0109745692822422,0.005225,0.0161995692822422,0.009096725,Tier 2,75%,7502.51,13768.28,5400.0,57966.38,350.96,0.0,21270.79,11071.45991330055,30171.5381746116,182.674906346777,0.0,OK,115.0,15.0,0.0,0.0,130.0,0.0,0.0,0.0,8.4,,
Capri Global Capital Limited,Financial Services,Mumbai,Maharashtra,775299.565,0.55,0.0011797441546504,0.000297,0.0002789592799044,0.000297,0.0005759592799044,0.000690822,Tier 2,75%,83.58,5153.33,2331.0,56316.17,951.5,,7567.91,9.761272083262424,72.63794866181821,1.2272675530264228,,OK,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1500.0,0.0
Carborundum Universal Limited,Chemicals & Fertilizers,Delhi,Delhi,2998.125478453,0.62,0.0374641669027132,0.005225,0.004997371660861,0.005225,0.010222371660861,0.0242858,Tier 2,75%,54519.0,133529.0,67400.0,388962.0,14746.02,18.0,188048.0,62721.857824653394,129735.06372411744,4918.413223855056,0.0,OK,215.0,45.0,0.0,0.0,260.0,0.0,0.0,0.0,14.2,,
Cello World Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,1137.9559,0.48,0.0144770016599194,0.003465,0.0035256016218981,0.003465,0.0069906016218981,0.006829515,Tier 2,75%,48.03,312.42,,4445.0,0.0,,360.4500000000001,316.7521693942622,3906.126766423901,0.0,,OK,215.0,45.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,2269.19,0.0
Century Plyboards India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,4279.6810638,0.58,0.0374641669027132,0.005225,0.0056882766501501,0.005225,0.0109132766501501,0.0199594999999999,Tier 2,75%,50393.0,76345.0,45600.0,520423.0,187496.945,12.0,126738.0,29613.889004959456,121603.2204834226,43810.96212658388,0.0,OK,115.0,22.0,0.0,0.0,137.0,0.0,0.0,0.0,12.0,,
Chalet Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2612.05,0.45,0.0374641669027132,0.005225,0.0117238352616279,0.005225,0.0169488352616279,0.00751355,Tier 2,75%,5051.56,15228.93,106399.28,652047.37,31614.67,0.0,126679.77,48498.21787484925,249630.5086043529,12103.393886028212,0.0,OK,45.0,115.0,0.0,0.0,160.0,0.0,0.0,0.0,43.63,250997.0,109509.89
Chemplast Sanmar Limited,Chemicals & Fertilizers,Pune,Maharashtra,2408.74,0.42,0.0374641669027132,0.005225,0.0040099261210855,0.005225,0.0092349261210855,0.0205028999999999,Tier 2,75%,559948.66,80885.3,8679.55,14395195.0,31717.522,220.0,649513.5100000001,269648.65863480495,5976234.46283119,13167.681858565062,0.0,OK,154.0,12.0,0.0,0.0,166.0,0.0,0.0,0.0,2.21,5903446.5,130646.61
Cholamandalam Financial Holdings Limited,Financial Services,Ahmedabad,Gujarat,34179.06,0.51,0.0011797441546504,0.000297,1.7983422877896847e-05,0.000297,0.0003149834228778,0.009936698275862,Tier 2,75%,621.0,13369.0,26423.0,619242.0,368.25,,40413.0,1182.390621626224,18117.584275284345,10.774140658052035,,OK,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1200.0,0.0
Cholamandalam Investment and Finance Company Limited,Financial Services,Mumbai,Maharashtra,26054.76,0.55,0.0011797441546504,0.000297,2.4906456378752564e-05,0.000297,0.0003219064563787,0.007737399681897,Tier 2,75%,356.0,16924.0,33680.62,0.0,7.12,,50960.62,1955.9044105568428,0.0,0.2732706039126824,,OK,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,1.2,,
Cipla Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,27547.619447843,0.62,0.0144770016599194,0.003465,0.0003482478865969,0.003465,0.0038132478865969,0.08930691,Tier 2,75%,778218.0,129087.0,5028316.0,1632537.0,32213.0,0.0,5935621.0,215467.6563337223,59262.36214678902,1169.3569406601594,0.0,OK,850.0,45.0,0.0,0.0,895.0,0.0,0.0,0.0,29.0,,
Clean Science and Technology Limited,Information Technology,Bangalore,Karnataka,922.316,0.48,0.0009696637386769,0.000396,0.0005847218524684,0.000396,0.0009807218524684,0.000315216,Tier 2,75%,126116.54,8081.33,770.0,422006.54,11059.99,0.0,134967.87,146335.82199593197,457550.92614678695,11991.54086018241,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,22.0,,
Cochin Shipyard Limited,Transportation & Logistics,Chennai,Tamil Nadu,4527.841516908999,0.52,0.065,0.0125,0.0088250652741514,0.0125,0.0213250652741514,0.047875,Tier 2,75%,2687.63,28736.33,32400.0,573954.0,12621.181,0.0,31423.960000000003,6940.163405156472,126761.06216540423,2787.460858085873,0.0,OK,85.0,245.0,0.0,0.0,330.0,0.0,0.0,0.0,2.4,,
Coforge Limited,Information Technology,Kolkata,West Bengal,5557.025307697,0.58,0.0009696637386769,0.000396,6.127083216391785e-05,0.000396,0.0004572708321639,0.0036348839999999,Tier 2,75%,1265.0,6344.0,29836.0,141895.0,56.467,0.0,37445.0,6738.317341858273,25534.34475158178,10.16137175437872,0.0,OK,22.0,45.0,0.0,0.0,67.0,0.0,0.0,0.0,28.4,,
Computer Age Management Services Limited,Information Technology,Hyderabad,Telangana,1422.4932963476651,0.45,0.0009696637386769,0.000396,0.0003067492012264,0.000396,0.0007027492012264,0.0005633073453536,Tier 2,75%,908.5,6089.28,11668.42,86194.8,80.24,,18666.2,13122.170802440029,60594.16956221179,56.40799869217022,,OK,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,5000.0,0.0
Concord Biotech Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,1200.0869,0.42,0.0144770016599194,0.003465,0.0057307640878097,0.003465,0.0091957640878097,0.003676365,Tier 2,75%,12.51,0.02,5400.0,385410.0,2877.57,0.0,12.53,10.44091057072617,321151.7432612588,2397.801359218237,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,5.2,,
Container Corporation of India Limited,Transportation & Logistics,Ahmedabad,Gujarat,9325.53,0.51,0.065,0.0125,0.0040659879798847,0.0125,0.0165659879798847,0.1019125,Tier 2,75%,28950.94,17105.63,45000.0,200891.6,3.84,,46056.57,4938.761657514371,21542.1107433036,0.4117728429376131,,OK,1250.0,3800.0,0.0,0.0,5050.0,0.0,0.0,0.0,2.4,,
Craftsman Automation Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,3847.9436795,0.55,0.0374641669027132,0.005225,0.0046293623447522,0.005225,0.0098543623447522,0.023256475,Tier 2,75%,24522.74,97249.63,54000.0,291011.76,1962.68,0.0,121772.37,31646.08948118052,75627.8636692037,510.059440437296,0.0,OK,185.0,45.0,0.0,0.0,230.0,0.0,0.0,0.0,21.56,555642.0,119796.4
CreditAccess Grameen Limited,Financial Services,Delhi,Delhi,5756.1445322,0.62,0.0011797441546504,0.000297,0.0001443824271384,0.000297,0.0004413824271384,0.001504602,Tier 2,75%,83.12,4725.33,3349894.23,0.0,0.5,,3354702.68,582803.760613327,0.0,0.0868636979497281,,OK,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,
Crompton Greaves Consumer Electricals Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,7655.0459039,0.48,0.0144770016599194,0.003465,0.0009502202648381,0.003465,0.0044152202648381,0.025339545,Tier 2,75%,767.69,6595.17,1450000.0,84126.5,1945.7601,0.0,7362.860000000001,961.8309403277204,10989.679363926512,254.1800695158076,0.0,OK,85.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,,
Cummins India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10166.204279679,0.52,0.0374641669027132,0.005225,0.0023845002190221,0.005225,0.0076095002190221,0.04268825,Tier 2,75%,7541.0,18548.0,1245000.0,177917.0,6716.42,0.0,26089.0,2566.247862257571,17500.82873660471,660.661522749971,0.0,OK,185.0,45.0,0.0,5.0,230.0,0.0,0.0217391304347826,5.0,24.5,,
Cyient Limited,Information Technology,Kolkata,West Bengal,2461.4478952,0.58,0.0009696637386769,0.000396,7.869105476879838e-05,0.000396,0.0004746910547687,0.002830212,Tier 2,75%,1117.0,10630.0,8900.0,81961.0,200.58,0.0,11747.0,4772.394338676635,33297.88136479745,81.48862317627986,0.0,OK,22.0,15.0,0.0,0.0,37.0,0.0,0.0,0.0,12.5,,
DCM Shriram Limited,Chemicals & Fertilizers,Pune,Maharashtra,12370.1018717,0.42,0.0374641669027132,0.005225,0.0013845094675881,0.005225,0.0066095094675881,0.0593821249999999,Tier 2,75%,3250234.0,189123.0,3490395.0,14713879.95,766582.58,1250.0,6929752.0,560201.692101963,1189471.2026310822,61970.59554972363,0.0,OK,1450.0,115.0,0.0,45.0,1565.0,0.0,0.0287539936102236,45.0,15.0,12500000.0,1875000.0
DIVIS LABORATORIES LIMITED,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,9550.2918639,0.51,0.0144770016599194,0.003465,0.0009411435113523,0.003465,0.0044061435113523,0.027182925,Tier 2,75%,339941.0,357810.0,896952.0,2795303.0,165436.9,12.4,1594703.0,166979.5041581881,292692.939633208,17322.706191352085,0.0,OK,1150.0,45.0,0.0,0.0,1195.0,0.0,0.0,0.0,15.0,2500000.0,375000.0
DLF Limited,Real Estate & Construction,Mumbai,Maharashtra,7993.6613539,0.55,0.07,0.0035,0.0055700231481481,0.0035,0.0090700231481481,0.024192,Tier 2,75%,22343.18,152168.43,145000.0,7260983.62,62685.19,44.85,174511.61,21831.24882002389,908342.6603326728,7841.862098575984,44.85,OK,2450.0,85.0,0.0,0.0,2535.0,0.0,0.0,0.0,1.5,,
DOMS Industries Limited,Chemicals & Fertilizers,Delhi,Delhi,1709.109574,0.62,0.0374641669027132,0.005225,0.0151124160570476,0.005225,0.0203374160570476,0.008030825,Tier 2,75%,402.11,41116.54,,21391.0,6478.44,0.0,41518.65,24292.56182962556,12515.873952971022,3790.5351994710654,0.0,OK,32.0,8.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,25000.0,1250.0
Dabur India Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,9135.598392507,0.48,0.0144770016599194,0.003465,0.0005602193483361,0.003465,0.0040252193483361,0.04297986,Tier 2,75%,10970.0,51705.0,776352.0,1380303.0,22180.0,0.0,839027.0,91841.49345796205,151090.59534973887,2427.865044745399,0.0,OK,450.0,85.0,0.0,12.0,535.0,0.0,0.022429906542056,12.0,51.0,,
Dalmia Bharat Limited,Cement Manufacturing,Chennai,Tamil Nadu,21348.636816037,0.52,0.0777832037429109,0.0033,0.0027532003230762,0.0033,0.0060532003230762,0.0484803,Tier 2,75%,15.33,0.41,1.47,4902013.0,24260.5,45600.0,17.21,0.8061404645317646,229617.14334461064,1136.395743159377,0.0,OK,5400.0,1450.0,312.0,285.0,6850.0,0.0455474452554744,0.0416058394160583,-27.0,24.0,,
Data Patterns India Limited,Information Technology,Kolkata,West Bengal,708.3495904,0.58,0.0009696637386769,0.000396,0.0010815480162165,0.000396,0.0014775480162165,0.0002059199999999,Tier 2,75%,207.69,2227.17,,16000.0,27.29,0.0,2434.86,3437.370520148183,22587.71687997294,38.52617460340385,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,5.0,8000.0,400.0
Deepak Nitrite Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2724.349955,0.45,0.0374641669027132,0.005225,0.0021928817776041,0.005225,0.0074178817776041,0.0401697999999999,Tier 2,75%,121129.44,101908.03,246570.12,1167269.0,83619.08,840.0,469607.59,172374.18017392704,428457.80434988206,30693.22274347827,0.0,OK,154.0,12.0,0.0,0.0,166.0,0.0,0.0,0.0,5.2,,
Delhivery Limited,Chemicals & Fertilizers,Pune,Maharashtra,8931.904998088,0.42,0.0374641669027132,0.005225,0.0019325657208474,0.005225,0.0071575657208474,0.04254195,Tier 2,75%,186222.92,61144.3,569765.93,456539.97,2479.92,0.0,817133.1500000001,91484.75607106424,51113.3929545521,277.64737763454286,0.0,OK,0.0,850.0,0.0,0.0,850.0,0.0,0.0,0.0,2.0,,
Devyani International Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,3349.333,0.51,0.0144770016599194,0.003465,0.0020762853899209,0.003465,0.0055412853899209,0.01232154,Tier 2,75%,28363.09,81463.94,32400.0,1189105.2,6384.96,0.0,109827.03,32790.716838248096,355027.4636770963,1906.3377693409404,0.0,OK,0.0,850.0,0.0,0.0,850.0,0.0,0.0,0.0,3.2,,
Dixon Technologies India Limited,Information Technology,Mumbai,Maharashtra,6411.4,0.55,0.0009696637386769,0.000396,3.014782681019192e-05,0.000396,0.0004261478268101,0.0070052399999999,Tier 2,75%,2170.4,28170.13,12400.0,71750.39,960.57,0.0,30340.53,4732.278441526032,11191.064354119226,149.82219172099698,0.0,OK,45.0,115.0,0.0,0.0,160.0,0.0,0.0,0.0,2.0,,
Dr Reddys Laboratories Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,32643.7636642,0.62,0.0144770016599194,0.003465,0.0003215267598921,0.003465,0.0037865267598921,0.09672894,Tier 2,75%,142772.0,94690.0,845849.0,2123116.0,112677.09,18.0,1083311.0,33185.84863999776,65038.94654550493,3451.71871598775,0.0,OK,1120.0,85.0,0.0,12.0,1205.0,0.0,0.0099585062240663,12.0,56.0,,
EICHER MOTORS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,6172.0,0.48,0.0374641669027132,0.005225,0.0010874939594401,0.005225,0.0063124939594401,0.0864006,Tier 2,75%,17446.14,12071.19,2450000.0,231818.0,8931.8,0.0,29517.33,4782.457874270901,37559.62410887881,1447.148412184057,0.0,OK,485.0,22.0,0.0,12.0,507.0,0.0,0.0236686390532544,12.0,14.5,,
EIH Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,2879.506491949,0.52,0.0374641669027132,0.005225,0.007758409713027,0.005225,0.012983409713027,0.0131199749999999,Tier 2,75%,44778.0,88959.0,348979.0,2959576.0,5471.34,0.0,482716.0,167638.4482374522,1027806.6773854726,1900.096428085048,0.0,OK,450.0,315.0,0.0,0.0,765.0,0.0,0.0,0.0,6.8,90000.0,6146.0
ESAB India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,13.7347,0.58,0.0374641669027132,0.005225,0.0174812685467205,0.005225,0.0227062685467205,0.0064946749999999,Tier 2,75%,1185.0,15668.0,12400.0,66828.0,3164.73,0.0,16853.0,1227038.086015712,4865632.303581439,230418.5748505609,0.0,OK,45.0,12.0,0.0,0.0,57.0,0.0,0.0,0.0,20.3,71654.0,14577.0
Easy Trip Planners Limited,Chemicals & Fertilizers,Hyderabad,Telangana,481.525,0.45,0.0374641669027132,0.005225,0.0276828819478176,0.005225,0.0329078819478176,0.003182025,Tier 2,75%,0.0,329.35,5400.0,14832.0,0.0,,329.35,683.972794766627,30802.13903743316,0.0,,OK,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,500.0,0.0
Electronics Mart India Limited,Chemicals & Fertilizers,Pune,Maharashtra,6964.826487,0.42,0.0374641669027132,0.005225,0.0025035720125918,0.005225,0.0077285720125918,0.032839125,Tier 2,75%,1496.22,25061.94,0.0,81878.63,1851.35,,26558.16,3813.183293161916,11756.018639204904,265.81423147519683,,OK,15.0,450.0,0.0,0.0,465.0,0.0,0.0,0.0,15.47,186443.64,28849.87
Elgi Equipments Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2080.9,0.51,0.0374641669027132,0.005225,0.0054311327800977,0.005225,0.0106561327800977,0.0183815499999999,Tier 2,75%,1455.71,7340.35,54000.0,47822.0,3560.79969,0.0,8796.060000000001,4227.045989715989,22981.40227786054,1711.1825123744534,0.0,OK,85.0,12.0,0.0,0.0,97.0,0.0,0.0,0.0,14.2,,
