Company_Name,Indicator_ID,Indicator_Name,Dimension,Value,Unit,Data_Source,XBRL_Tag,Data_Tier,Confidence,FY_Year,Source_File,Verification,Calculation_Method,Tolerance,Within_Tolerance
JUBILANT INGREVIA LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7.15751e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,JUBILANT_INGREVIA_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JUBILANT INGREVIA LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,649.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,JUBILANT_INGREVIA_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JUBILANT INGREVIA LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,668.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,JUBILANT_INGREVIA_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JUBILANT INGREVIA LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,187.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,JUBILANT_INGREVIA_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JUBILANT INGREVIA LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,105.39,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,JUBILANT_INGREVIA_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jubilant Pharmova Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7.3664e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Jubilant_Pharmova_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jubilant Pharmova Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,1.2,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Jubilant_Pharmova_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jubilant Pharmova Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.43,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Jubilant_Pharmova_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jubilant Pharmova Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.65,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Jubilant_Pharmova_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jubilant Pharmova Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,43.32,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Jubilant_Pharmova_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Juniper Hotels Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,5.9368667413,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Juniper_Hotels_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Juniper Hotels Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,50.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Juniper_Hotels_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Juniper Hotels Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,50.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Juniper_Hotels_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Juniper Hotels Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,50.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Juniper_Hotels_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Juniper Hotels Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,48.61,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Juniper_Hotels_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Life Line Hospitals Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.70857e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Jupiter_Life_Line_Hospitals_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Life Line Hospitals Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,6.82,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Jupiter_Life_Line_Hospitals_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Life Line Hospitals Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,1.68,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Jupiter_Life_Line_Hospitals_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Life Line Hospitals Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,1.5,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Jupiter_Life_Line_Hospitals_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Life Line Hospitals Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,10.63,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Jupiter_Life_Line_Hospitals_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Wagons Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,4.0827e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Jupiter_Wagons_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Wagons Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,15.03,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Jupiter_Wagons_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Wagons Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,11.82,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Jupiter_Wagons_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Wagons Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,45.73,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Jupiter_Wagons_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Jupiter Wagons Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,150.15,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Jupiter_Wagons_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Just Dial Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Just_Dial_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Just Dial Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Just_Dial_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTHY LABS LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.0376e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,JYOTHY_LABS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTHY LABS LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,20.55,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,JYOTHY_LABS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTHY LABS LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,12.08,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,JYOTHY_LABS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTHY LABS LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,35.63,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,JYOTHY_LABS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTHY LABS LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,759.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,JYOTHY_LABS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTI CNC AUTOMATION LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.61e-07,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,JYOTI_CNC_AUTOMATION_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTI CNC AUTOMATION LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,9.55,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,JYOTI_CNC_AUTOMATION_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTI CNC AUTOMATION LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.6,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,JYOTI_CNC_AUTOMATION_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTI CNC AUTOMATION LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,2.6,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,JYOTI_CNC_AUTOMATION_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
JYOTI CNC AUTOMATION LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,1.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,JYOTI_CNC_AUTOMATION_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kajaria Ceramics Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,3.2869e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kajaria_Ceramics_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kajaria Ceramics Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kajaria_Ceramics_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kajaria Ceramics Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kajaria_Ceramics_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kajaria Ceramics Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kajaria_Ceramics_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kajaria Ceramics Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,1783.69,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kajaria_Ceramics_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalpataru Projects International Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.74628e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kalpataru_Projects_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalpataru Projects International Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,31.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kalpataru_Projects_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalpataru Projects International Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,27.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kalpataru_Projects_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalpataru Projects International Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,43.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kalpataru_Projects_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalpataru Projects International Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,138.4,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kalpataru_Projects_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalyan Jewellers India Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.999e-07,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kalyan_Jewellers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kalyan Jewellers India Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kalyan_Jewellers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kansai Nerolac Paints Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kansai_Nerolac_Paints_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kansai Nerolac Paints Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,22.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kansai_Nerolac_Paints_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kansai Nerolac Paints Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,14.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kansai_Nerolac_Paints_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kansai Nerolac Paints Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,33.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kansai_Nerolac_Paints_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kansai Nerolac Paints Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,1025.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kansai_Nerolac_Paints_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KARUR VYSYA BANK LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,2.1283231328,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KARUR_VYSYA_BANK_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KARUR VYSYA BANK LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KARUR_VYSYA_BANK_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kaynes Technology India Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,4.0762e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kaynes_Technology_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kaynes Technology India Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,131.07,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kaynes_Technology_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kaynes Technology India Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,18.46,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kaynes_Technology_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kaynes Technology India Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,37.79,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kaynes_Technology_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kaynes Technology India Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,78.07,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kaynes_Technology_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEC International Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7.9219e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KEC_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEC International Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,14.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,KEC_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEC International Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,5.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,KEC_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEC International Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,15.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,KEC_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEC International Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,65.6,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KEC_International_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEI INDUSTRIES LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.0536e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KEI_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEI INDUSTRIES LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.09,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,KEI_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEI INDUSTRIES LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.03,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,KEI_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEI INDUSTRIES LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.12,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,KEI_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KEI INDUSTRIES LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,467.42,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KEI_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Keystone Realtors Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0001240852,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Keystone_Realtors_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Keystone Realtors Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,56.86,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Keystone_Realtors_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Keystone Realtors Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,153.97,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Keystone_Realtors_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Keystone Realtors Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,33.77,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Keystone_Realtors_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Keystone Realtors Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.21,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Keystone_Realtors_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KFin Technologies Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7.224e-07,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KFin_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KFin Technologies Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,183.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,KFin_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KFin Technologies Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,31.2,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,KFin_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KFin Technologies Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,45.8,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,KFin_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KFin Technologies Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KFin_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KIOCL Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.06005e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KIOCL_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KIOCL Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,KIOCL_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KIOCL Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,KIOCL_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KIOCL Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,1958.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,KIOCL_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KIOCL Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,3.43,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KIOCL_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Brothers Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.7628e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Kirloskar_Brothers_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Brothers Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,1.8,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kirloskar_Brothers_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Brothers Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.72,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kirloskar_Brothers_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Brothers Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,37.5,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kirloskar_Brothers_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Brothers Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,18.8,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kirloskar_Brothers_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Oil Engines Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,8.09,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Kirloskar_Oil_Engines_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Oil Engines Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,2.18,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Kirloskar_Oil_Engines_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Oil Engines Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,77.43,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Kirloskar_Oil_Engines_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Kirloskar Oil Engines Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,5.99,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Kirloskar_Oil_Engines_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KNR Constructions Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.000162753,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KNR_Constructions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KNR Constructions Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,13.03,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,KNR_Constructions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KNR Constructions Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,11.23,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,KNR_Constructions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KNR Constructions Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,KNR_Constructions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KNR Constructions Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,11.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KNR_Constructions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KOTAK MAHINDRA BANK LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.776e-07,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,KOTAK_MAHINDRA_BANK_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
KOTAK MAHINDRA BANK LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,12.6,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,KOTAK_MAHINDRA_BANK_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
