Company_Name,Indicator_ID,Indicator_Name,Dimension,Value,Unit,Data_Source,XBRL_Tag,Data_Tier,Confidence,FY_Year,Source_File,Verification,Calculation_Method,Tolerance,Within_Tolerance
DOMS Industries Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0755836405,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,DOMS_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
DOMS Industries Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,6.2,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,DOMS_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
DOMS Industries Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,8.63,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,DOMS_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
DOMS Industries Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,17.41,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,DOMS_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
DOMS Industries Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,303.14,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,DOMS_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Dr Reddys Laboratories Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,6.0446821611,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Dr_Reddys_Laboratories_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Dr Reddys Laboratories Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,155.66,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Dr_Reddys_Laboratories_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Dr Reddys Laboratories Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,209.67,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Dr_Reddys_Laboratories_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Dr Reddys Laboratories Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,100.12,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Dr_Reddys_Laboratories_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Dr Reddys Laboratories Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,450.37,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Dr_Reddys_Laboratories_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Easy Trip Planners Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,3.6783e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Easy_Trip_Planners_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Easy Trip Planners Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Easy_Trip_Planners_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
eClerx Services Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,3.4907e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,eClerx_Services_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
eClerx Services Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,2.49,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,eClerx_Services_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EICHER MOTORS LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,12.3552282584,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,EICHER_MOTORS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EICHER MOTORS LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,EICHER_MOTORS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EICHER MOTORS LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,EICHER_MOTORS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EICHER MOTORS LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,EICHER_MOTORS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EICHER MOTORS LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,503.6,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,EICHER_MOTORS_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EIH Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,957.0388057525,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,EIH_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EIH Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,100.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,EIH_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EIH Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,27.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,EIH_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EIH Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,40.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,EIH_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
EIH Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,587.87,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,EIH_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electronics Mart India Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.1756e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Electronics_Mart_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electronics Mart India Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,1.5,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Electronics_Mart_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electrosteel Castings Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,5.3321649762,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Electrosteel_Castings_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electrosteel Castings Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,353.73,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Electrosteel_Castings_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electrosteel Castings Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,438.66,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Electrosteel_Castings_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electrosteel Castings Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,510.82,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Electrosteel_Castings_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Electrosteel Castings Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,86.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Electrosteel_Castings_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Elgi Equipments Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,2.2981e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Elgi_Equipments_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Elgi Equipments Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Elgi_Equipments_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Elgi Equipments Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Elgi_Equipments_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Elgi Equipments Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Elgi_Equipments_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Elgi Equipments Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,61.34,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Elgi_Equipments_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Emami Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,6.1487e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Emami_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Emami Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.06,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Emami_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Emami Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,8.76,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Emami_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Emami Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,2.09,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Emami_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Emami Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,13262.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Emami_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Endurance Technologies Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,8.4625e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Endurance_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Endurance Technologies Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,27.76,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Endurance_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Endurance Technologies Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,9.66,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Endurance_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Endurance Technologies Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,11.52,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Endurance_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Endurance Technologies Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,525.77,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Endurance_Technologies_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Engineers India Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,3.3858e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Engineers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Engineers India Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,0.04,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Engineers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Engineers India Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.02,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Engineers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Engineers India Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,0.08,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Engineers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Engineers India Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Engineers_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Equitas Small Finance Bank Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0005438926,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Equitas_Small_Finance_Bank_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Equitas Small Finance Bank Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Equitas_Small_Finance_Bank_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eris Lifesciences Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,1.1496e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Eris_Lifesciences_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eris Lifesciences Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,67.0,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Eris_Lifesciences_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eris Lifesciences Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,41.0,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Eris_Lifesciences_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eris Lifesciences Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,414.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Eris_Lifesciences_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eris Lifesciences Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,28.34,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Eris_Lifesciences_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
ESAB India Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.4865632304,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,ESAB_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
ESAB India Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,19.08,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,ESAB_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
ESAB India Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,11.99,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,ESAB_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
ESAB India Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,48.14,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,ESAB_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
ESAB India Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,39.31,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,ESAB_India_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Escorts Kubota Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,2.7811e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Escorts_Kubota_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Escorts Kubota Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,13.57,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Escorts_Kubota_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Escorts Kubota Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,1.45,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Escorts_Kubota_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Escorts Kubota Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,25.52,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Escorts_Kubota_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Escorts Kubota Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,104.8,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Escorts_Kubota_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eureka Forbes Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.7766633197,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Eureka_Forbes_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eureka Forbes Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,17.12,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Eureka_Forbes_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eureka Forbes Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,8.69,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Eureka_Forbes_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eureka Forbes Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,8.47,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Eureka_Forbes_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Eureka Forbes Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,9.76,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Eureka_Forbes_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Exide Industries Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7e-10,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Exide_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Exide Industries Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,20.98,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Exide_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Exide Industries Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,15.55,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Exide_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Exide Industries Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,14.41,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Exide_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Exide Industries Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,1319.4,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Exide_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0002084758,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,5.79,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,177.1,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,408.0,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,18.82,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FINE ORGANIC INDUSTRIES LIMITED,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,7.5433e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,FINE_ORGANIC_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FINE ORGANIC INDUSTRIES LIMITED,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,4.72,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,FINE_ORGANIC_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FINE ORGANIC INDUSTRIES LIMITED,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,0.66,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,FINE_ORGANIC_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FINE ORGANIC INDUSTRIES LIMITED,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,1.42,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,FINE_ORGANIC_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
FINE ORGANIC INDUSTRIES LIMITED,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,35.35,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,FINE_ORGANIC_INDUSTRIES_LIMITED.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Cables Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,5.3665e-06,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Finolex_Cables_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Cables Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,43.63,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Finolex_Cables_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Cables Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,10.5,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Finolex_Cables_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Cables Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,208.21,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Finolex_Cables_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Cables Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,630.31,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Finolex_Cables_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Industries Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,5.57368e-05,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Finolex_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Industries Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,21.87,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Finolex_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Industries Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,28.5,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Finolex_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Industries Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,23.18,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Finolex_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Finolex Industries Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,3312.43,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Finolex_Industries_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Firstsource Solutions Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,6.931e-07,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Firstsource_Solutions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Firstsource Solutions Limited,5.1_nox_emissions,NOx Emissions,5. Pollution & Waste,100.46,kg,BRSR_XBRL,in-capmkt:NOx,1,95,FY2024-25,Firstsource_Solutions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Firstsource Solutions Limited,5.1_sox_emissions,SOx Emissions,5. Pollution & Waste,152.78,kg,BRSR_XBRL,in-capmkt:SOx,1,95,FY2024-25,Firstsource_Solutions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Firstsource Solutions Limited,5.1_pm_emissions,Particulate Matter Emissions,5. Pollution & Waste,20.51,kg,BRSR_XBRL,in-capmkt:ParticulateMatter,1,95,FY2024-25,Firstsource_Solutions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Firstsource Solutions Limited,5.3_plastic_waste,Plastic Waste Generated,5. Pollution & Waste,0.0,tonnes,BRSR_XBRL,in-capmkt:PlasticWaste,1,95,FY2024-25,Firstsource_Solutions_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
Five-Star Business Finance Limited,2.4_water_recycled_pct,Water Recycling %,2. Freshwater,0.0,%,BRSR_XBRL,in-capmkt:WaterIntensityPerRupeeOfTurnover,1,95,FY2024-25,Five-Star_Business_Finance_Limited.xml,Self-Reported,Direct Extraction,N/A (Direct),True
